cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
People,"Sex and Age","45 to 54 years",76567,"(+/- 2128 )",91413,"(+/- 2581 )",87762,"(+/- 3476 )",95104,"(+/- 3262 )",93063,"(+/- 4240 )",83134,"(+/- 3727 )",100753,"(+/- 3509 )",76190,"(+/- 5156 )",93806,"(+/- 3640 )",91693,"(+/- 2705 )",101775,"(+/- 3528 )",100429,"(+/- 1828 )",95489,"(+/- 4062 )",98229,"(+/- 2708 )",110437,"(+/- 5000 )",78466,"(+/- 2798 )",107456,"(+/- 4766 )",107966,"(+/- 4691 )",97337,"(+/- 3684 )",84416,"(+/- 2406 )",83019,"(+/- 4192 )",82940,"(+/- 4104 )",83363,"(+/- 4248 )",78540,"(+/- 1315 )",100426,"(+/- 4985 )",91061,"(+/- 2107 )",101243,"(+/- 4909 )",90660,"(+/- 4681 )",92911,"(+/- 5944 )",114027,"(+/- 6918 )",97869,"(+/- 4605 )",89712,"(+/- 4955 )",95687,"(+/- 5451 )",93189,"(+/- 5461 )",91913,"(+/- 5390 )",83931,"(+/- 5638 )",95632,"(+/- 5800 )",88158,"(+/- 4690 )",99665,"(+/- 5524 )",93607,"(+/- 4813 )",96816,"(+/- 4557 )",111726,"(+/- 5235 )",97063,"(+/- 5170 )",88879,"(+/- 5564 )",112433,"(+/- 4527 )",94953,"(+/- 4125 )",95494,"(+/- 5077 )",98960,"(+/- 4734 )",94276,"(+/- 6339 )",89867,"(+/- 5129 )",85027,"(+/- 4710 )",97228,"(+/- 5088 )",93057,"(+/- 5619 )"
People,"Sex and Age","55 to 59 years",45494,"(+/- 2851 )",48139,"(+/- 3235 )",44330,"(+/- 3171 )",56720,"(+/- 3835 )",52728,"(+/- 3501 )",43938,"(+/- 3650 )",52765,"(+/- 3505 )",45385,"(+/- 3505 )",50219,"(+/- 3993 )",46577,"(+/- 3758 )",53703,"(+/- 3487 )",43641,"(+/- 3272 )",41655,"(+/- 3149 )",54029,"(+/- 3085 )",53048,"(+/- 3844 )",36533,"(+/- 2955 )",51536,"(+/- 3688 )",47344,"(+/- 2966 )",47169,"(+/- 3925 )",43414,"(+/- 2617 )",35212,"(+/- 3180 )",42325,"(+/- 3267 )",43456,"(+/- 3078 )",45189,"(+/- 2921 )",49786,"(+/- 3879 )",48028,"(+/- 2839 )",51251,"(+/- 4015 )",48126,"(+/- 4213 )",43594,"(+/- 3343 )",49677,"(+/- 4009 )",46854,"(+/- 3962 )",47445,"(+/- 3636 )",49643,"(+/- 3788 )",37759,"(+/- 3278 )",39900,"(+/- 3459 )",48717,"(+/- 3767 )",41259,"(+/- 3207 )",43267,"(+/- 3527 )",51036,"(+/- 3655 )",38114,"(+/- 3640 )",39065,"(+/- 3111 )",54351,"(+/- 4166 )",42526,"(+/- 3791 )",40296,"(+/- 3646 )",50767,"(+/- 3912 )",43966,"(+/- 3210 )",47786,"(+/- 3736 )",51406,"(+/- 4247 )",49794,"(+/- 3873 )",51029,"(+/- 4306 )",41020,"(+/- 3501 )",49107,"(+/- 3968 )",41818,"(+/- 3543 )"
People,"Sex and Age","60 to 64 years",54769,"(+/- 3087 )",56146,"(+/- 3225 )",45149,"(+/- 2890 )",58541,"(+/- 3220 )",49928,"(+/- 3480 )",40323,"(+/- 3495 )",50218,"(+/- 2724 )",44437,"(+/- 3449 )",42578,"(+/- 3242 )",42947,"(+/- 3567 )",49853,"(+/- 3856 )",41818,"(+/- 3173 )",43278,"(+/- 2892 )",45769,"(+/- 3325 )",46489,"(+/- 3443 )",34971,"(+/- 2732 )",43488,"(+/- 3634 )",46249,"(+/- 3341 )",42028,"(+/- 3181 )",43124,"(+/- 2490 )",31591,"(+/- 2702 )",38463,"(+/- 3576 )",43984,"(+/- 3059 )",44378,"(+/- 2922 )",45803,"(+/- 4323 )",46118,"(+/- 2892 )",46435,"(+/- 3467 )",41823,"(+/- 3309 )",37418,"(+/- 2821 )",50061,"(+/- 4205 )",34938,"(+/- 2975 )",43840,"(+/- 3601 )",47587,"(+/- 4050 )",35867,"(+/- 3060 )",39995,"(+/- 3640 )",52003,"(+/- 4465 )",38261,"(+/- 3324 )",45255,"(+/- 3625 )",49246,"(+/- 4137 )",32196,"(+/- 2709 )",37692,"(+/- 3134 )",43632,"(+/- 3364 )",44270,"(+/- 3675 )",40442,"(+/- 3516 )",51619,"(+/- 4606 )",34626,"(+/- 2927 )",43445,"(+/- 3162 )",47470,"(+/- 3814 )",46865,"(+/- 4143 )",49711,"(+/- 3546 )",37690,"(+/- 2885 )",44783,"(+/- 3384 )",41548,"(+/- 3457 )"
People,"Sex and Age","65 to 74 years",90768,"(+/- 2307 )",95890,"(+/- 3010 )",66526,"(+/- 2851 )",99687,"(+/- 2919 )",83660,"(+/- 3338 )",60473,"(+/- 3264 )",71916,"(+/- 2694 )",58553,"(+/- 4064 )",65943,"(+/- 3244 )",57311,"(+/- 2064 )",73079,"(+/- 3144 )",67395,"(+/- 2428 )",69323,"(+/- 3098 )",71526,"(+/- 2930 )",64949,"(+/- 3452 )",49489,"(+/- 2739 )",51022,"(+/- 3688 )",65438,"(+/- 3711 )",62201,"(+/- 3709 )",67337,"(+/- 1635 )",39212,"(+/- 3110 )",58978,"(+/- 3049 )",62616,"(+/- 3040 )",75249,"(+/- 1183 )",53128,"(+/- 4147 )",68492,"(+/- 1884 )",70330,"(+/- 4183 )",63964,"(+/- 3974 )",49446,"(+/- 4413 )",67947,"(+/- 3948 )",59344,"(+/- 3672 )",63752,"(+/- 4021 )",66265,"(+/- 3807 )",50148,"(+/- 3745 )",47245,"(+/- 3585 )",97588,"(+/- 4099 )",53276,"(+/- 3811 )",62724,"(+/- 4036 )",70461,"(+/- 3873 )",40655,"(+/- 3536 )",45499,"(+/- 3320 )",58970,"(+/- 3635 )",51955,"(+/- 3747 )",52727,"(+/- 3753 )",70686,"(+/- 4013 )",42688,"(+/- 3034 )",61803,"(+/- 4512 )",74025,"(+/- 4320 )",70963,"(+/- 4201 )",69827,"(+/- 4466 )",52639,"(+/- 2982 )",64145,"(+/- 4394 )",62623,"(+/- 3738 )"
People,"Sex and Age","75 to 84 years",45113,"(+/- 2432 )",45019,"(+/- 2507 )",32117,"(+/- 1934 )",49452,"(+/- 2547 )",37383,"(+/- 2738 )",28088,"(+/- 2407 )",34771,"(+/- 2724 )",26920,"(+/- 2692 )",31094,"(+/- 2533 )",30369,"(+/- 2157 )",38332,"(+/- 2800 )",36084,"(+/- 2353 )",30715,"(+/- 2489 )",38918,"(+/- 2435 )",32114,"(+/- 2872 )",24772,"(+/- 2370 )",31025,"(+/- 2771 )",40029,"(+/- 3097 )",28848,"(+/- 2089 )",28936,"(+/- 1977 )",20797,"(+/- 2169 )",25376,"(+/- 2029 )",31070,"(+/- 2048 )",38092,"(+/- 2083 )",28347,"(+/- 2995 )",34155,"(+/- 2145 )",36597,"(+/- 3430 )",35387,"(+/- 3245 )",24204,"(+/- 2441 )",36432,"(+/- 2971 )",23884,"(+/- 2407 )",32934,"(+/- 2637 )",40798,"(+/- 3242 )",28386,"(+/- 2620 )",24275,"(+/- 2299 )",60417,"(+/- 3967 )",28089,"(+/- 2738 )",34373,"(+/- 3215 )",34450,"(+/- 3217 )",17922,"(+/- 2283 )",22423,"(+/- 2651 )",34348,"(+/- 3234 )",28863,"(+/- 2841 )",22041,"(+/- 2989 )",38537,"(+/- 2471 )",24236,"(+/- 2804 )",28959,"(+/- 2699 )",38729,"(+/- 3224 )",34447,"(+/- 3202 )",35177,"(+/- 3632 )",27525,"(+/- 2555 )",34415,"(+/- 2866 )",30058,"(+/- 2498 )"
People,"Sex and Age","85 years and over",15846,"(+/- 1642 )",16920,"(+/- 1824 )",13447,"(+/- 1962 )",18773,"(+/- 2264 )",15894,"(+/- 2174 )",12706,"(+/- 1797 )",13556,"(+/- 1689 )",9807,"(+/- 1970 )",13971,"(+/- 2213 )",11279,"(+/- 1734 )",15643,"(+/- 1912 )",17974,"(+/- 2240 )",13344,"(+/- 1866 )",16334,"(+/- 1763 )",14445,"(+/- 1814 )",9249,"(+/- 1753 )",11939,"(+/- 1771 )",14811,"(+/- 1748 )",13982,"(+/- 2013 )",12280,"(+/- 1620 )",6887,"(+/- 1659 )",13016,"(+/- 1644 )",9997,"(+/- 1692 )",18242,"(+/- 1959 )",9505,"(+/- 1760 )",15141,"(+/- 1562 )",20098,"(+/- 2051 )",14465,"(+/- 2061 )",8975,"(+/- 1281 )",19394,"(+/- 2427 )",9952,"(+/- 1888 )",12742,"(+/- 1636 )",20521,"(+/- 2932 )",14083,"(+/- 1800 )",8577,"(+/- 1469 )",19400,"(+/- 2749 )",12379,"(+/- 1736 )",13528,"(+/- 1964 )",13884,"(+/- 2099 )",7781,"(+/- 1492 )",8129,"(+/- 1433 )",10157,"(+/- 1488 )",13348,"(+/- 2201 )",9284,"(+/- 1696 )",14700,"(+/- 2220 )",11754,"(+/- 1800 )",14584,"(+/- 1921 )",16784,"(+/- 1886 )",14161,"(+/- 1987 )",14834,"(+/- 2519 )",11702,"(+/- 1773 )",13755,"(+/- 1982 )",13341,"(+/- 2230 )"
People,"Sex and Age","Median age (years)",41.1,"(+/- 0.5 )",44.9,"(+/- 0.6 )",35.5,"(+/- 0.5 )",44.9,"(+/- 0.5 )",41.5,"(+/- 0.7 )",33.9,"(+/- 0.6 )",39.1,"(+/- 0.7 )",33.4,"(+/- 0.7 )",35.7,"(+/- 0.9 )",34.8,"(+/- 0.4 )",39.8,"(+/- 0.6 )",38.0,"(+/- 0.3 )",37.0,"(+/- 0.5 )",40.1,"(+/- 0.6 )",39.2,"(+/- 0.5 )",31.0,"(+/- 0.4 )",36.7,"(+/- 0.6 )",39.7,"(+/- 0.9 )",37.4,"(+/- 0.6 )",35.6,"(+/- 0.4 )",29.8,"(+/- 0.6 )",33.0,"(+/- 0.6 )",35.1,"(+/- 0.9 )",36.5,"(+/- 0.3 )",37.2,"(+/- 0.8 )",38.4,"(+/- 0.5 )",41.5,"(+/- 0.9 )",40.0,"(+/- 0.8 )",35.1,"(+/- 0.8 )",40.5,"(+/- 0.8 )",34.2,"(+/- 0.7 )",38.9,"(+/- 0.9 )",41.2,"(+/- 0.8 )",35.0,"(+/- 0.6 )",33.3,"(+/- 0.5 )",43.1,"(+/- 1.0 )",35.7,"(+/- 0.8 )",38.0,"(+/- 0.7 )",40.5,"(+/- 1.0 )",31.2,"(+/- 0.8 )",31.5,"(+/- 0.5 )",35.6,"(+/- 0.6 )",35.4,"(+/- 0.7 )",33.5,"(+/- 0.7 )",39.3,"(+/- 0.8 )",33.8,"(+/- 0.7 )",38.2,"(+/- 0.8 )",41.0,"(+/- 1.0 )",39.0,"(+/- 0.9 )",37.6,"(+/- 0.9 )",33.7,"(+/- 0.6 )",36.8,"(+/- 0.8 )",35.8,"(+/- 0.6 )"
People,"Sex and Age","18 years and over",567387,"(+/- 5053 )",572333,"(+/- 5683 )",582855,"(+/- 5506 )",602309,"(+/- 6152 )",580289,"(+/- 7659 )",587437,"(+/- 8694 )",589198,"(+/- 8853 )",520005,"(+/- 8510 )",578231,"(+/- 8230 )",563618,"(+/- 4388 )",596603,"(+/- 6981 )",674104,"(+/- 6906 )",627964,"(+/- 5258 )",606527,"(+/- 8112 )",603700,"(+/- 7610 )",530084,"(+/- 9788 )",634610,"(+/- 10221 )",581645,"(+/- 9938 )",575395,"(+/- 11643 )",562875,"(+/- 5419 )",506393,"(+/- 12841 )",548233,"(+/- 10519 )",547315,"(+/- 11646 )",589319,"(+/- 1828 )",535693,"(+/- 11004 )",558343,"(+/- 3881 )",580109,"(+/- 10496 )",586485,"(+/- 12657 )",554902,"(+/- 18588 )",620631,"(+/- 19303 )",567654,"(+/- 10339 )",554092,"(+/- 11543 )",571796,"(+/- 11664 )",590092,"(+/- 14025 )",567172,"(+/- 10200 )",602728,"(+/- 9668 )",596684,"(+/- 18312 )",553737,"(+/- 10876 )",567263,"(+/- 9874 )",512607,"(+/- 11911 )",575964,"(+/- 8681 )",615956,"(+/- 9702 )",572282,"(+/- 14624 )",534510,"(+/- 14231 )",625684,"(+/- 9552 )",559777,"(+/- 9789 )",566017,"(+/- 11789 )",573568,"(+/- 9924 )",567048,"(+/- 9611 )",577388,"(+/- 13494 )",556490,"(+/- 13630 )",619301,"(+/- 13032 )",628757,"(+/- 16017 )"
People,"Sex and Age","65 years and over",151727,"(+/- 2922 )",157829,"(+/- 3892 )",112090,"(+/- 3159 )",167912,"(+/- 3335 )",136937,"(+/- 4352 )",101267,"(+/- 4468 )",120243,"(+/- 3963 )",95280,"(+/- 5132 )",111008,"(+/- 4781 )",98959,"(+/- 2817 )",127054,"(+/- 4078 )",121453,"(+/- 2884 )",113382,"(+/- 4142 )",126778,"(+/- 3840 )",111508,"(+/- 4510 )",83510,"(+/- 3333 )",93986,"(+/- 5182 )",120278,"(+/- 5132 )",105031,"(+/- 4656 )",108553,"(+/- 2123 )",66896,"(+/- 3808 )",97370,"(+/- 3725 )",103683,"(+/- 3769 )",131583,"(+/- 1132 )",90980,"(+/- 5248 )",117788,"(+/- 2626 )",127025,"(+/- 5933 )",113816,"(+/- 5367 )",82625,"(+/- 5084 )",123773,"(+/- 5780 )",93180,"(+/- 4807 )",109428,"(+/- 4778 )",127584,"(+/- 5858 )",92617,"(+/- 4872 )",80097,"(+/- 4910 )",177405,"(+/- 5707 )",93744,"(+/- 5588 )",110625,"(+/- 5585 )",118795,"(+/- 5638 )",66358,"(+/- 4768 )",76051,"(+/- 4078 )",103475,"(+/- 4504 )",94166,"(+/- 5513 )",84052,"(+/- 5503 )",123923,"(+/- 4936 )",78678,"(+/- 4943 )",105346,"(+/- 6123 )",129538,"(+/- 5230 )",119571,"(+/- 5712 )",119838,"(+/- 6050 )",91866,"(+/- 3564 )",112315,"(+/- 6040 )",106022,"(+/- 5210 )"
People,Race,"Total population",711905,"(+/- 5872 )",708434,"(+/- 5699 )",755811,"(+/- 6489 )",757806,"(+/- 7248 )",726072,"(+/- 9013 )",781943,"(+/- 12209 )",756668,"(+/- 12026 )",723311,"(+/- 10305 )",784956,"(+/- 7932 )",764859,"(+/- 4818 )",765504,"(+/- 7745 )",779824,"(+/- 8137 )",768889,"(+/- 4743 )",742980,"(+/- 9752 )",782312,"(+/- 8738 )",753152,"(+/- 12637 )",790519,"(+/- 12293 )",753806,"(+/- 13309 )",737535,"(+/- 14472 )",741838,"(+/- 6962 )",729460,"(+/- 17003 )",768917,"(+/- 14667 )",741557,"(+/- 16467 )",737443,"(+/- 1611 )",718949,"(+/- 12346 )",725535,"(+/- 3504 )",712783,"(+/- 11350 )",693299,"(+/- 15633 )",717659,"(+/- 23338 )",764062,"(+/- 25126 )",753576,"(+/- 12802 )",700726,"(+/- 11943 )",703908,"(+/- 14847 )",730042,"(+/- 20402 )",764643,"(+/- 11632 )",755764,"(+/- 11395 )",733668,"(+/- 22047 )",704515,"(+/- 12370 )",717176,"(+/- 10393 )",715934,"(+/- 16872 )",786719,"(+/- 9144 )",840562,"(+/- 11407 )",748092,"(+/- 17388 )",717140,"(+/- 18414 )",791311,"(+/- 8219 )",734651,"(+/- 11196 )",717594,"(+/- 12840 )",718359,"(+/- 9696 )",731366,"(+/- 11271 )",758142,"(+/- 14950 )",740797,"(+/- 17626 )",767151,"(+/- 16246 )",782599,"(+/- 19878 )"
People,Race,"One race",673415,"(+/- 7072 )",672110,"(+/- 6798 )",705596,"(+/- 7851 )",722682,"(+/- 8099 )",685135,"(+/- 10270 )",713052,"(+/- 11813 )",699361,"(+/- 12303 )",685067,"(+/- 11904 )",698661,"(+/- 10307 )",724704,"(+/- 7305 )",716252,"(+/- 9737 )",733702,"(+/- 8291 )",718556,"(+/- 7232 )",703783,"(+/- 9330 )",730516,"(+/- 9619 )",729114,"(+/- 13006 )",753261,"(+/- 13150 )",714614,"(+/- 13493 )",697038,"(+/- 14131 )",708377,"(+/- 7645 )",709849,"(+/- 16533 )",732532,"(+/- 14237 )",704898,"(+/- 17629 )",711831,"(+/- 3587 )",690136,"(+/- 11897 )",691989,"(+/- 5223 )",681356,"(+/- 11915 )",660252,"(+/- 15586 )",693610,"(+/- 23213 )",725036,"(+/- 25189 )",714642,"(+/- 13384 )",667110,"(+/- 12046 )",664033,"(+/- 14843 )",702277,"(+/- 20535 )",726503,"(+/- 11640 )",729341,"(+/- 12083 )",705357,"(+/- 21190 )",678677,"(+/- 12387 )",689860,"(+/- 10371 )",703661,"(+/- 17280 )",758235,"(+/- 9964 )",794744,"(+/- 12493 )",712135,"(+/- 17560 )",690181,"(+/- 17944 )",752590,"(+/- 9409 )",715019,"(+/- 11768 )",687560,"(+/- 13625 )",683295,"(+/- 10570 )",689571,"(+/- 11356 )",713750,"(+/- 14856 )",713669,"(+/- 16806 )",720183,"(+/- 16748 )",735200,"(+/- 19325 )"
People,Race,White,603558,"(+/- 7211 )",565797,"(+/- 8011 )",519095,"(+/- 9736 )",639821,"(+/- 7863 )",453790,"(+/- 13697 )",387825,"(+/- 13251 )",457105,"(+/- 11638 )",534310,"(+/- 16022 )",416134,"(+/- 14211 )",586647,"(+/- 9083 )",413527,"(+/- 10851 )",365775,"(+/- 6714 )",312008,"(+/- 8099 )",324124,"(+/- 12474 )",320614,"(+/- 10019 )",421820,"(+/- 14828 )",218288,"(+/- 11541 )",471578,"(+/- 14538 )",346098,"(+/- 13000 )",431723,"(+/- 12108 )",518642,"(+/- 20479 )",507640,"(+/- 13519 )",535011,"(+/- 15411 )",592003,"(+/- 7920 )",482656,"(+/- 12864 )",588465,"(+/- 9029 )",272974,"(+/- 11213 )",465624,"(+/- 12772 )",417841,"(+/- 20282 )",470231,"(+/- 20447 )",455935,"(+/- 13559 )",352520,"(+/- 14859 )",502404,"(+/- 13128 )",253054,"(+/- 11366 )",398056,"(+/- 15958 )",538309,"(+/- 17565 )",368150,"(+/- 14689 )",291696,"(+/- 11612 )",372510,"(+/- 10964 )",398844,"(+/- 16141 )",366550,"(+/- 14785 )",513962,"(+/- 16917 )",324125,"(+/- 15645 )",328279,"(+/- 16208 )",490112,"(+/- 11970 )",372328,"(+/- 13835 )",376564,"(+/- 13956 )",446054,"(+/- 13411 )",589795,"(+/- 11123 )",597572,"(+/- 16609 )",507815,"(+/- 20131 )",509171,"(+/- 15024 )",490429,"(+/- 17489 )"
People,Race,"Black or African American",11113,"(+/- 2005 )",12978,"(+/- 2011 )",47499,"(+/- 4716 )",12709,"(+/- 1630 )",48040,"(+/- 4789 )",92358,"(+/- 7639 )",54756,"(+/- 5976 )",61499,"(+/- 8412 )",74791,"(+/- 6646 )",27051,"(+/- 3652 )",56424,"(+/- 6362 )",45145,"(+/- 1799 )",134938,"(+/- 6081 )",18900,"(+/- 2020 )",38274,"(+/- 5077 )",39749,"(+/- 4692 )",17918,"(+/- 4423 )",17848,"(+/- 3376 )",20816,"(+/- 3902 )",17690,"(+/- 2936 )",21050,"(+/- 2835 )",24551,"(+/- 4617 )",50086,"(+/- 4661 )",15063,"(+/- 1713 )",72324,"(+/- 8719 )",14221,"(+/- 1443 )",27903,"(+/- 4988 )",18925,"(+/- 3470 )",28855,"(+/- 4978 )",34250,"(+/- 4848 )",84285,"(+/- 8076 )",18171,"(+/- 3628 )",22288,"(+/- 4393 )",36140,"(+/- 3945 )",40871,"(+/- 5638 )",37386,"(+/- 6811 )",160728,"(+/- 12429 )",34112,"(+/- 5349 )",12460,"(+/- 2845 )",36462,"(+/- 5442 )",71481,"(+/- 6671 )",52259,"(+/- 5518 )",151208,"(+/- 10826 )",104940,"(+/- 8712 )",14625,"(+/- 3206 )",15111,"(+/- 2867 )",49477,"(+/- 6142 )",9755,"(+/- 2554 )",16910,"(+/- 3708 )",20233,"(+/- 4643 )",49143,"(+/- 7594 )",23077,"(+/- 4867 )",63298,"(+/- 6987 )"
People,Race,"American Indian and Alaska Native",11588,"(+/- 1662 )",17486,"(+/- 2632 )",9194,"(+/- 2199 )",9204,"(+/- 1977 )",3710,"(+/- 1515 )",5602,"(+/- 1618 )",4656,"(+/- 1838 )",10955,"(+/- 3069 )",5361,"(+/- 1903 )",5538,"(+/- 1733 )",4347,"(+/- 1377 )",3317,"(+/- 1232 )",7199,"(+/- 2400 )",3450,"(+/- 1421 )",3992,"(+/- 1186 )",8599,"(+/- 2316 )",4637,"(+/- 1341 )",1667,"(+/- 978 )",3652,"(+/- 1467 )",4564,"(+/- 1457 )",12589,"(+/- 3708 )",7588,"(+/- 2408 )",7512,"(+/- 2629 )",8554,"(+/- 3039 )",11794,"(+/- 3828 )",5209,"(+/- 1904 )",4689,"(+/- 3081 )",3623,"(+/- 1431 )",3929,"(+/- 1398 )",2473,"(+/- 1024 )",3058,"(+/- 1155 )",5918,"(+/- 2696 )",2152,"(+/- 1079 )",12237,"(+/- 3452 )",8069,"(+/- 2957 )",9755,"(+/- 2661 )",3712,"(+/- 1718 )",6043,"(+/- 2112 )",1927,"(+/- 906 )",7769,"(+/- 3041 )",6373,"(+/- 1928 )",4269,"(+/- 1260 )",6655,"(+/- 3120 )",5264,"(+/- 2246 )",2268,"(+/- 1175 )",4381,"(+/- 1878 )",3101,"(+/- 1001 )",2995,"(+/- 1668 )",6450,"(+/- 3048 )",7506,"(+/- 1467 )",7247,"(+/- 2586 )",2454,"(+/- 984 )",4831,"(+/- 1734 )"
People,Race,Asian,21669,"(+/- 1936 )",27941,"(+/- 2052 )",85141,"(+/- 4986 )",44874,"(+/- 2190 )",84774,"(+/- 6127 )",118604,"(+/- 7270 )",134309,"(+/- 6983 )",17192,"(+/- 3129 )",127566,"(+/- 7092 )",56313,"(+/- 4855 )",113376,"(+/- 7456 )",255709,"(+/- 6308 )",159253,"(+/- 7021 )",269620,"(+/- 6724 )",290377,"(+/- 10130 )",69820,"(+/- 6034 )",439547,"(+/- 13919 )",184278,"(+/- 9699 )",228588,"(+/- 10530 )",43204,"(+/- 3035 )",23102,"(+/- 5665 )",64218,"(+/- 6796 )",37043,"(+/- 4513 )",37167,"(+/- 1444 )",61940,"(+/- 5986 )",48373,"(+/- 2893 )",280320,"(+/- 10506 )",104561,"(+/- 7672 )",53078,"(+/- 5176 )",94943,"(+/- 8074 )",63191,"(+/- 6013 )",134550,"(+/- 9925 )",114724,"(+/- 9937 )",147955,"(+/- 8761 )",56793,"(+/- 6302 )",29631,"(+/- 5261 )",67330,"(+/- 5821 )",113548,"(+/- 8610 )",234610,"(+/- 11778 )",13600,"(+/- 3938 )",52633,"(+/- 6205 )",80031,"(+/- 7631 )",89757,"(+/- 7582 )",42825,"(+/- 6299 )",207570,"(+/- 10483 )",101456,"(+/- 8007 )",168270,"(+/- 10202 )",140629,"(+/- 7679 )",50243,"(+/- 6846 )",45048,"(+/- 6672 )",56833,"(+/- 6988 )",158919,"(+/- 10141 )",118389,"(+/- 10049 )"
People,Race,"Native Hawaiian and Other Pacific Islander",2099,"(+/- 982 )",1648,"(+/- 901 )",5360,"(+/- 1063 )",1434,"(+/- 772 )",2220,"(+/- 937 )",10637,"(+/- 2643 )",8672,"(+/- 2521 )",4269,"(+/- 1691 )",6153,"(+/- 2446 )",5537,"(+/- 1949 )",1442,"(+/- 979 )",3439,"(+/- 642 )",3991,"(+/- 1605 )",9187,"(+/- 1370 )",8135,"(+/- 1780 )",1713,"(+/- 1446 )",5953,"(+/- 1804 )",1239,"(+/- 767 )",1964,"(+/- 1686 )",1469,"(+/- 930 )",843,"(+/- 847 )",1741,"(+/- 721 )",879,"(+/- 478 )",700,"(+/- 434 )",2442,"(+/- 984 )",375,"(+/- 263 )",1056,"(+/- 730 )",2030,"(+/- 1146 )",374,"(+/- 306 )",1056,"(+/- 632 )",1433,"(+/- 1087 )",3060,"(+/- 1633 )",883,"(+/- 554 )",866,"(+/- 529 )",2771,"(+/- 1664 )",637,"(+/- 573 )",1083,"(+/- 710 )",2191,"(+/- 1563 )",1327,"(+/- 1094 )",1004,"(+/- 727 )",1869,"(+/- 1180 )",5925,"(+/- 2241 )",4249,"(+/- 2651 )",3473,"(+/- 1480 )",1937,"(+/- 1071 )",4215,"(+/- 2287 )",3201,"(+/- 1742 )",3499,"(+/- 1345 )",3348,"(+/- 1816 )",2034,"(+/- 1063 )",4224,"(+/- 1915 )",1713,"(+/- 945 )",2872,"(+/- 1262 )"
People,Race,"Some other race",23388,"(+/- 5187 )",46260,"(+/- 6474 )",39307,"(+/- 5570 )",14640,"(+/- 3276 )",92601,"(+/- 9901 )",98026,"(+/- 10662 )",39863,"(+/- 6893 )",56842,"(+/- 8474 )",68656,"(+/- 11430 )",43618,"(+/- 5219 )",127136,"(+/- 9863 )",60317,"(+/- 6316 )",101167,"(+/- 9747 )",78502,"(+/- 9913 )",69124,"(+/- 8454 )",187413,"(+/- 11136 )",66918,"(+/- 10016 )",38004,"(+/- 6471 )",95920,"(+/- 10042 )",209727,"(+/- 10079 )",133623,"(+/- 13872 )",126794,"(+/- 12319 )",74367,"(+/- 10343 )",58344,"(+/- 7783 )",58980,"(+/- 7675 )",35346,"(+/- 7114 )",94414,"(+/- 10180 )",65489,"(+/- 7737 )",189533,"(+/- 17269 )",122083,"(+/- 13850 )",106740,"(+/- 12306 )",152891,"(+/- 13269 )",21582,"(+/- 5035 )",252025,"(+/- 15077 )",219943,"(+/- 14359 )",113623,"(+/- 12289 )",104354,"(+/- 11123 )",231087,"(+/- 14847 )",67026,"(+/- 8969 )",245982,"(+/- 15108 )",259329,"(+/- 17162 )",138298,"(+/- 14350 )",136141,"(+/- 12351 )",205400,"(+/- 17385 )",36078,"(+/- 7385 )",217528,"(+/- 13461 )",86947,"(+/- 10357 )",80363,"(+/- 11478 )",22825,"(+/- 5311 )",41357,"(+/- 6167 )",88407,"(+/- 8834 )",24849,"(+/- 6407 )",55381,"(+/- 8251 )"
