cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Housing,Value,"Less than $50,000",5510,"(+/- 1104 )",10368,"(+/- 2094 )",7222,"(+/- 1552 )",2755,"(+/- 725 )",5286,"(+/- 1111 )",6460,"(+/- 1062 )",6271,"(+/- 1228 )",11852,"(+/- 1599 )",22922,"(+/- 1980 )",12769,"(+/- 1799 )",5791,"(+/- 1267 )",13343,"(+/- 1310 )",20029,"(+/- 1854 )",20498,"(+/- 2018 )",29616,"(+/- 1918 )",21036,"(+/- 1860 )",11186,"(+/- 1450 )",17636,"(+/- 1992 )"
Housing,Value,"$50,000 to $99,999",3846,"(+/- 1128 )",21802,"(+/- 2870 )",26651,"(+/- 3032 )",5056,"(+/- 1051 )",20094,"(+/- 2128 )",8665,"(+/- 1189 )",7715,"(+/- 1258 )",39932,"(+/- 2829 )",31636,"(+/- 2473 )",20019,"(+/- 2448 )",9742,"(+/- 1655 )",30524,"(+/- 1992 )",36809,"(+/- 2194 )",43809,"(+/- 2627 )",59427,"(+/- 2487 )",42760,"(+/- 2293 )",30690,"(+/- 2384 )",39125,"(+/- 2471 )"
Housing,Value,"$100,000 to $149,999",3593,"(+/- 769 )",25920,"(+/- 2589 )",20410,"(+/- 2539 )",9873,"(+/- 1404 )",20184,"(+/- 2332 )",11466,"(+/- 1492 )",25554,"(+/- 2575 )",42692,"(+/- 2757 )",35823,"(+/- 2335 )",36073,"(+/- 3068 )",26853,"(+/- 2350 )",35334,"(+/- 1918 )",37921,"(+/- 2186 )",37738,"(+/- 2791 )",39020,"(+/- 1970 )",40000,"(+/- 3100 )",35884,"(+/- 2636 )",36299,"(+/- 2511 )"
Housing,Value,"$150,000 to $199,999",15827,"(+/- 2199 )",29498,"(+/- 3008 )",20846,"(+/- 2176 )",16285,"(+/- 2173 )",26000,"(+/- 2224 )",17723,"(+/- 1876 )",38029,"(+/- 2643 )",35449,"(+/- 2756 )",41975,"(+/- 2858 )",45298,"(+/- 3445 )",41384,"(+/- 2948 )",40212,"(+/- 2239 )",44475,"(+/- 2728 )",39330,"(+/- 2534 )",32437,"(+/- 2005 )",37494,"(+/- 2758 )",42474,"(+/- 2531 )",32846,"(+/- 2031 )"
Housing,Value,"$200,000 to $299,999",56249,"(+/- 2976 )",41923,"(+/- 3194 )",30127,"(+/- 3291 )",55973,"(+/- 3072 )",37960,"(+/- 3017 )",39933,"(+/- 2474 )",52159,"(+/- 2930 )",36222,"(+/- 2547 )",48582,"(+/- 2982 )",48967,"(+/- 2589 )",68976,"(+/- 3748 )",41104,"(+/- 2125 )",42818,"(+/- 2480 )",39045,"(+/- 2574 )",30687,"(+/- 2121 )",33596,"(+/- 2350 )",49763,"(+/- 2735 )",31674,"(+/- 2538 )"
Housing,Value,"$300,000 to $499,999",81587,"(+/- 3216 )",16136,"(+/- 2210 )",24679,"(+/- 2341 )",79484,"(+/- 3041 )",42222,"(+/- 2731 )",62359,"(+/- 3403 )",40797,"(+/- 2739 )",18050,"(+/- 2228 )",22834,"(+/- 2181 )",30145,"(+/- 2457 )",38172,"(+/- 2978 )",23639,"(+/- 1779 )",21706,"(+/- 2325 )",27936,"(+/- 2542 )",13941,"(+/- 1290 )",19123,"(+/- 1598 )",37984,"(+/- 1970 )",17963,"(+/- 1758 )"
Housing,Value,"$500,000 to $999,999",39144,"(+/- 2359 )",4422,"(+/- 1063 )",14396,"(+/- 1463 )",29172,"(+/- 2025 )",21454,"(+/- 1999 )",36374,"(+/- 2232 )",9189,"(+/- 1344 )",4867,"(+/- 1072 )",4708,"(+/- 859 )",7607,"(+/- 1393 )",8160,"(+/- 1557 )",7431,"(+/- 1086 )",5944,"(+/- 970 )",7485,"(+/- 1155 )",3739,"(+/- 893 )",6203,"(+/- 992 )",11671,"(+/- 1347 )",6334,"(+/- 998 )"
Housing,Value,"$1,000,000 or more",3626,"(+/- 990 )",230,"(+/- 221 )",4292,"(+/- 1018 )",4953,"(+/- 1117 )",5036,"(+/- 816 )",5411,"(+/- 1088 )",957,"(+/- 382 )",752,"(+/- 435 )",1677,"(+/- 500 )",1436,"(+/- 507 )",2885,"(+/- 769 )",1903,"(+/- 663 )",2080,"(+/- 573 )",1166,"(+/- 403 )",1062,"(+/- 445 )",561,"(+/- 306 )",2740,"(+/- 705 )",1171,"(+/- 532 )"
Housing,Value,"Median (dollars)",340400,"(+/- 5265 )",176000,"(+/- 6518 )",197500,"(+/- 9807 )",323500,"(+/- 5035 )",241700,"(+/- 7560 )",327200,"(+/- 7253 )",223000,"(+/- 4502 )",150500,"(+/- 3580 )",165000,"(+/- 2962 )",183800,"(+/- 3987 )",221700,"(+/- 3511 )",167400,"(+/- 2238 )",160500,"(+/- 2435 )",156700,"(+/- 3029 )",117400,"(+/- 2458 )",145600,"(+/- 3668 )",188100,"(+/- 3162 )",147600,"(+/- 4303 )"
Housing,"Mortgage Status","Owner-occupied units",209382,"(+/- 3813 )",150299,"(+/- 5561 )",148623,"(+/- 5218 )",203551,"(+/- 3960 )",178236,"(+/- 4672 )",188391,"(+/- 4174 )",180671,"(+/- 4517 )",189816,"(+/- 4408 )",210157,"(+/- 3948 )",202314,"(+/- 4612 )",201963,"(+/- 4685 )",193490,"(+/- 3248 )",211782,"(+/- 4309 )",217007,"(+/- 3497 )",209929,"(+/- 3851 )",200773,"(+/- 4270 )",222392,"(+/- 4861 )",183048,"(+/- 4233 )"
Housing,"Mortgage Status","Housing units with a mortgage",141700,"(+/- 4036 )",90491,"(+/- 4240 )",85984,"(+/- 4474 )",135106,"(+/- 4870 )",114457,"(+/- 4555 )",125345,"(+/- 3825 )",116276,"(+/- 3749 )",106472,"(+/- 4107 )",118154,"(+/- 3549 )",126216,"(+/- 4556 )",126664,"(+/- 4148 )",103124,"(+/- 3523 )",113754,"(+/- 3716 )",114016,"(+/- 4045 )",101991,"(+/- 3246 )",109659,"(+/- 4455 )",136163,"(+/- 4519 )",103999,"(+/- 3558 )"
Housing,"Mortgage Status","Housing units without a mortgage",67682,"(+/- 3195 )",59808,"(+/- 4362 )",62639,"(+/- 4143 )",68445,"(+/- 3087 )",63779,"(+/- 3410 )",63046,"(+/- 3472 )",64395,"(+/- 3327 )",83344,"(+/- 3782 )",92003,"(+/- 3149 )",76098,"(+/- 3600 )",75299,"(+/- 3496 )",90366,"(+/- 2889 )",98028,"(+/- 2922 )",102991,"(+/- 3478 )",107938,"(+/- 3396 )",91114,"(+/- 3695 )",86229,"(+/- 3431 )",79049,"(+/- 3816 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",141700,"(+/- 4036 )",90491,"(+/- 4240 )",85984,"(+/- 4474 )",135106,"(+/- 4870 )",114457,"(+/- 4555 )",125345,"(+/- 3825 )",116276,"(+/- 3749 )",106472,"(+/- 4107 )",118154,"(+/- 3549 )",126216,"(+/- 4556 )",126664,"(+/- 4148 )",103124,"(+/- 3523 )",113754,"(+/- 3716 )",114016,"(+/- 4045 )",101991,"(+/- 3246 )",109659,"(+/- 4455 )",136163,"(+/- 4519 )",103999,"(+/- 3558 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",274,"(+/- 166 )",2122,"(+/- 875 )",1501,"(+/- 621 )",258,"(+/- 246 )",1080,"(+/- 598 )",425,"(+/- 259 )",1028,"(+/- 394 )",1251,"(+/- 366 )",2111,"(+/- 642 )",1187,"(+/- 505 )",685,"(+/- 458 )",1978,"(+/- 472 )",2238,"(+/- 520 )",2434,"(+/- 676 )",3811,"(+/- 712 )",2157,"(+/- 570 )",1274,"(+/- 482 )",2152,"(+/- 737 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",6964,"(+/- 1500 )",23935,"(+/- 3158 )",18184,"(+/- 2541 )",7583,"(+/- 1378 )",12443,"(+/- 1797 )",8499,"(+/- 1341 )",12795,"(+/- 1449 )",26781,"(+/- 2614 )",29372,"(+/- 2428 )",20427,"(+/- 2083 )",15698,"(+/- 2054 )",28205,"(+/- 1779 )",34469,"(+/- 2254 )",35238,"(+/- 2406 )",41626,"(+/- 2045 )",35305,"(+/- 2481 )",26891,"(+/- 2531 )",31931,"(+/- 2368 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",20991,"(+/- 2343 )",32706,"(+/- 3422 )",26096,"(+/- 3204 )",22131,"(+/- 2314 )",27420,"(+/- 2823 )",21667,"(+/- 2323 )",33077,"(+/- 2633 )",35364,"(+/- 3382 )",42807,"(+/- 2659 )",46374,"(+/- 3175 )",42453,"(+/- 3258 )",38305,"(+/- 2046 )",41078,"(+/- 2315 )",38865,"(+/- 2924 )",34150,"(+/- 2100 )",37227,"(+/- 3037 )",42266,"(+/- 2785 )",35637,"(+/- 2653 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",34833,"(+/- 2938 )",18071,"(+/- 2201 )",18892,"(+/- 2561 )",35713,"(+/- 2782 )",26093,"(+/- 2354 )",28170,"(+/- 2140 )",34037,"(+/- 2643 )",23190,"(+/- 2596 )",24640,"(+/- 2101 )",28013,"(+/- 2596 )",35179,"(+/- 2668 )",19060,"(+/- 1543 )",20650,"(+/- 1916 )",19852,"(+/- 2179 )",14420,"(+/- 1641 )",18882,"(+/- 2301 )",29516,"(+/- 2382 )",17111,"(+/- 2024 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",31820,"(+/- 2528 )",7533,"(+/- 1535 )",8192,"(+/- 1324 )",28719,"(+/- 2219 )",18875,"(+/- 2185 )",22993,"(+/- 2296 )",18603,"(+/- 1684 )",12349,"(+/- 1601 )",12627,"(+/- 1601 )",16383,"(+/- 1891 )",19354,"(+/- 2121 )",8527,"(+/- 1279 )",7939,"(+/- 1202 )",9527,"(+/- 1284 )",4568,"(+/- 806 )",8373,"(+/- 1129 )",16897,"(+/- 1716 )",7649,"(+/- 1391 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",21439,"(+/- 2220 )",3783,"(+/- 1039 )",4285,"(+/- 920 )",18325,"(+/- 1850 )",11446,"(+/- 1401 )",16825,"(+/- 1646 )",10223,"(+/- 1452 )",4300,"(+/- 1222 )",3810,"(+/- 1031 )",7825,"(+/- 1626 )",6767,"(+/- 1135 )",3428,"(+/- 815 )",3552,"(+/- 973 )",3468,"(+/- 805 )",1768,"(+/- 541 )",3726,"(+/- 776 )",8725,"(+/- 1407 )",4662,"(+/- 1117 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",25379,"(+/- 1954 )",2341,"(+/- 730 )",8834,"(+/- 1258 )",22377,"(+/- 1859 )",17100,"(+/- 1603 )",26766,"(+/- 2164 )",6513,"(+/- 1115 )",3237,"(+/- 954 )",2787,"(+/- 640 )",6007,"(+/- 1354 )",6528,"(+/- 1159 )",3621,"(+/- 773 )",3828,"(+/- 892 )",4632,"(+/- 935 )",1648,"(+/- 502 )",3989,"(+/- 927 )",10594,"(+/- 1424 )",4857,"(+/- 805 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2122,"(+/- 41 )",1276,"(+/- 47 )",1447,"(+/- 51 )",2033,"(+/- 49 )",1784,"(+/- 55 )",2085,"(+/- 50 )",1640,"(+/- 29 )",1339,"(+/- 36 )",1311,"(+/- 27 )",1452,"(+/- 25 )",1554,"(+/- 36 )",1244,"(+/- 21 )",1249,"(+/- 26 )",1210,"(+/- 26 )",1070,"(+/- 20 )",1199,"(+/- 23 )",1473,"(+/- 28 )",1222,"(+/- 25 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",67682,"(+/- 3195 )",59808,"(+/- 4362 )",62639,"(+/- 4143 )",68445,"(+/- 3087 )",63779,"(+/- 3410 )",63046,"(+/- 3472 )",64395,"(+/- 3327 )",83344,"(+/- 3782 )",92003,"(+/- 3149 )",76098,"(+/- 3600 )",75299,"(+/- 3496 )",90366,"(+/- 2889 )",98028,"(+/- 2922 )",102991,"(+/- 3478 )",107938,"(+/- 3396 )",91114,"(+/- 3695 )",86229,"(+/- 3431 )",79049,"(+/- 3816 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2363,"(+/- 946 )",7094,"(+/- 1594 )",8817,"(+/- 1691 )",1757,"(+/- 506 )",4667,"(+/- 1518 )",1886,"(+/- 575 )",2381,"(+/- 578 )",4182,"(+/- 965 )",5319,"(+/- 828 )",2323,"(+/- 641 )",2760,"(+/- 797 )",6831,"(+/- 858 )",10974,"(+/- 1469 )",8699,"(+/- 1383 )",12436,"(+/- 946 )",6941,"(+/- 832 )",3622,"(+/- 741 )",5826,"(+/- 1050 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",3996,"(+/- 1039 )",18429,"(+/- 2544 )",16062,"(+/- 2465 )",3918,"(+/- 933 )",9287,"(+/- 1490 )",5085,"(+/- 978 )",6607,"(+/- 1008 )",17711,"(+/- 2031 )",19861,"(+/- 1836 )",12938,"(+/- 1635 )",10319,"(+/- 1230 )",22387,"(+/- 1674 )",28425,"(+/- 2012 )",26999,"(+/- 2259 )",34792,"(+/- 2025 )",25963,"(+/- 2123 )",15372,"(+/- 1610 )",18935,"(+/- 2161 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",10366,"(+/- 1591 )",22365,"(+/- 2877 )",17104,"(+/- 2234 )",14110,"(+/- 1934 )",13175,"(+/- 1817 )",12878,"(+/- 1775 )",17513,"(+/- 2020 )",29446,"(+/- 2038 )",33814,"(+/- 2010 )",29206,"(+/- 2798 )",25855,"(+/- 2330 )",35695,"(+/- 1909 )",35486,"(+/- 1881 )",38720,"(+/- 2885 )",41094,"(+/- 2372 )",36317,"(+/- 2601 )",28519,"(+/- 2379 )",26217,"(+/- 2279 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",20603,"(+/- 2134 )",8556,"(+/- 1545 )",9082,"(+/- 1978 )",16766,"(+/- 1721 )",12092,"(+/- 1598 )",16355,"(+/- 2089 )",18067,"(+/- 1859 )",19607,"(+/- 2259 )",19873,"(+/- 2082 )",18644,"(+/- 2015 )",22332,"(+/- 2670 )",17063,"(+/- 1454 )",15671,"(+/- 1410 )",17535,"(+/- 1892 )",12956,"(+/- 1318 )",14217,"(+/- 1520 )",20857,"(+/- 1975 )",16034,"(+/- 1594 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",14032,"(+/- 1713 )",2205,"(+/- 755 )",4741,"(+/- 1066 )",12817,"(+/- 1531 )",10745,"(+/- 1484 )",11744,"(+/- 1570 )",10667,"(+/- 1319 )",6950,"(+/- 1147 )",8660,"(+/- 1245 )",7663,"(+/- 1433 )",8238,"(+/- 1466 )",5130,"(+/- 799 )",4762,"(+/- 1089 )",6942,"(+/- 1249 )",4430,"(+/- 986 )",4943,"(+/- 793 )",8435,"(+/- 1328 )",6678,"(+/- 1136 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",16322,"(+/- 1630 )",1159,"(+/- 629 )",6833,"(+/- 1108 )",19077,"(+/- 1763 )",13813,"(+/- 1676 )",15098,"(+/- 1757 )",9160,"(+/- 1355 )",5448,"(+/- 1292 )",4476,"(+/- 953 )",5324,"(+/- 1116 )",5795,"(+/- 1122 )",3260,"(+/- 764 )",2710,"(+/- 618 )",4096,"(+/- 1028 )",2230,"(+/- 574 )",2733,"(+/- 661 )",9424,"(+/- 1531 )",5359,"(+/- 1042 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",767,"(+/- 18 )",435,"(+/- 14 )",473,"(+/- 25 )",776,"(+/- 20 )",679,"(+/- 33 )",748,"(+/- 19 )",656,"(+/- 15 )",534,"(+/- 13 )",530,"(+/- 11 )",556,"(+/- 12 )",592,"(+/- 15 )",482,"(+/- 8 )",449,"(+/- 9 )",469,"(+/- 9 )",426,"(+/- 7 )",461,"(+/- 9 )",571,"(+/- 12 )",496,"(+/- 16 )"
Housing,"Gross Rent","Occupied units paying rent",61130,"(+/- 3484 )",106101,"(+/- 6629 )",163413,"(+/- 6042 )",77001,"(+/- 3865 )",85415,"(+/- 4040 )",78466,"(+/- 3941 )",88171,"(+/- 4543 )",79598,"(+/- 4178 )",61463,"(+/- 3593 )",93362,"(+/- 4707 )",74707,"(+/- 4558 )",74563,"(+/- 3737 )",63737,"(+/- 3549 )",69112,"(+/- 3405 )",62927,"(+/- 3194 )",76331,"(+/- 3966 )",86744,"(+/- 4955 )",132040,"(+/- 4286 )"
Housing,"Gross Rent","Less than $500",4025,"(+/- 1020 )",8987,"(+/- 2074 )",18602,"(+/- 2484 )",3548,"(+/- 1005 )",4867,"(+/- 1286 )",6657,"(+/- 1586 )",7763,"(+/- 1665 )",10680,"(+/- 1471 )",8487,"(+/- 1333 )",9199,"(+/- 1688 )",4461,"(+/- 1169 )",10834,"(+/- 1281 )",12083,"(+/- 1428 )",13433,"(+/- 1684 )",13211,"(+/- 1517 )",14732,"(+/- 1772 )",10445,"(+/- 1629 )",19451,"(+/- 2429 )"
Housing,"Gross Rent","$500 to $999",12907,"(+/- 1829 )",41770,"(+/- 4578 )",47406,"(+/- 4378 )",16927,"(+/- 2201 )",28607,"(+/- 3035 )",21583,"(+/- 2683 )",26818,"(+/- 2676 )",45690,"(+/- 3093 )",33519,"(+/- 2847 )",41857,"(+/- 3719 )",31485,"(+/- 2885 )",44033,"(+/- 3112 )",36834,"(+/- 2984 )",42384,"(+/- 3012 )",38485,"(+/- 2581 )",45918,"(+/- 3040 )",46760,"(+/- 4140 )",54864,"(+/- 3161 )"
Housing,"Gross Rent","$1,000 to $1,499",25688,"(+/- 2672 )",43463,"(+/- 4357 )",52994,"(+/- 5025 )",29714,"(+/- 2977 )",35427,"(+/- 2832 )",28086,"(+/- 3009 )",35577,"(+/- 2893 )",18517,"(+/- 2582 )",16156,"(+/- 2285 )",33313,"(+/- 3342 )",27947,"(+/- 3186 )",15117,"(+/- 1759 )",12967,"(+/- 1621 )",10828,"(+/- 1941 )",8529,"(+/- 1542 )",12049,"(+/- 2044 )",20469,"(+/- 2378 )",39482,"(+/- 3000 )"
Housing,"Gross Rent","$1,500 to $1,999",13185,"(+/- 1743 )",8922,"(+/- 1939 )",25625,"(+/- 2736 )",17512,"(+/- 2158 )",11742,"(+/- 1772 )",14647,"(+/- 1726 )",14519,"(+/- 1999 )",4031,"(+/- 1533 )",2206,"(+/- 709 )",6751,"(+/- 1352 )",6981,"(+/- 1493 )",3418,"(+/- 1112 )",1223,"(+/- 454 )",1656,"(+/- 692 )",1668,"(+/- 651 )",2579,"(+/- 1000 )",5664,"(+/- 1237 )",10505,"(+/- 1833 )"
Housing,"Gross Rent","$2,000 to $2,499",3133,"(+/- 740 )",2112,"(+/- 816 )",10056,"(+/- 1669 )",6013,"(+/- 1395 )",2537,"(+/- 893 )",4658,"(+/- 1303 )",2317,"(+/- 897 )",208,"(+/- 194 )",732,"(+/- 398 )",1788,"(+/- 813 )",1911,"(+/- 712 )",700,"(+/- 334 )",618,"(+/- 508 )",198,"(+/- 188 )",874,"(+/- 609 )",502,"(+/- 365 )",2220,"(+/- 681 )",5231,"(+/- 1303 )"
Housing,"Gross Rent","$2,500 to $2,999",1318,"(+/- 615 )",466,"(+/- 352 )",4875,"(+/- 1190 )",1727,"(+/- 563 )",997,"(+/- 374 )",1589,"(+/- 623 )",599,"(+/- 258 )",257,"(+/- 304 )",175,"(+/- 132 )",364,"(+/- 265 )",842,"(+/- 489 )",148,"(+/- 144 )",0,"(+/- 182 )",338,"(+/- 394 )",150,"(+/- 140 )",123,"(+/- 186 )",689,"(+/- 457 )",1475,"(+/- 625 )"
Housing,"Gross Rent","$3,000 or more",874,"(+/- 439 )",381,"(+/- 294 )",3855,"(+/- 1005 )",1560,"(+/- 502 )",1238,"(+/- 424 )",1246,"(+/- 609 )",578,"(+/- 574 )",215,"(+/- 245 )",188,"(+/- 268 )",90,"(+/- 152 )",1080,"(+/- 680 )",313,"(+/- 290 )",12,"(+/- 10 )",275,"(+/- 386 )",10,"(+/- 17 )",428,"(+/- 407 )",497,"(+/- 294 )",1032,"(+/- 547 )"
Housing,"Gross Rent","Median (dollars)",1256,"(+/- 39 )",1021,"(+/- 31 )",1126,"(+/- 26 )",1308,"(+/- 39 )",1110,"(+/- 28 )",1180,"(+/- 36 )",1118,"(+/- 27 )",826,"(+/- 25 )",833,"(+/- 22 )",962,"(+/- 25 )",1019,"(+/- 29 )",779,"(+/- 24 )",756,"(+/- 22 )",735,"(+/- 21 )",701,"(+/- 17 )",739,"(+/- 20 )",860,"(+/- 24 )",928,"(+/- 25 )"
Housing,"Gross Rent","No rent paid",2051,"(+/- 661 )",2815,"(+/- 997 )",3664,"(+/- 1228 )",2978,"(+/- 796 )",3499,"(+/- 950 )",3410,"(+/- 973 )",3815,"(+/- 1059 )",6136,"(+/- 1172 )",3926,"(+/- 803 )",4149,"(+/- 1199 )",2198,"(+/- 694 )",8031,"(+/- 1157 )",6005,"(+/- 1076 )",6717,"(+/- 1382 )",7817,"(+/- 1127 )",6523,"(+/- 1334 )",3965,"(+/- 903 )",5445,"(+/- 1127 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",272563,"(+/- 2859 )",259215,"(+/- 7137 )",315700,"(+/- 7209 )",283530,"(+/- 3068 )",267150,"(+/- 4014 )",270267,"(+/- 2931 )",272657,"(+/- 3570 )",275550,"(+/- 5545 )",275546,"(+/- 4087 )",299825,"(+/- 3902 )",278868,"(+/- 3514 )",276084,"(+/- 3807 )",281524,"(+/- 4186 )",292836,"(+/- 3317 )",280673,"(+/- 3174 )",283627,"(+/- 3205 )",313101,"(+/- 4758 )",320533,"(+/- 5072 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",7584,"(+/- 1669 )",32429,"(+/- 4118 )",39323,"(+/- 3687 )",8925,"(+/- 1752 )",15306,"(+/- 2083 )",12531,"(+/- 2479 )",12549,"(+/- 2005 )",15498,"(+/- 1887 )",11720,"(+/- 1782 )",16738,"(+/- 2806 )",11048,"(+/- 1978 )",13328,"(+/- 1805 )",13610,"(+/- 1601 )",19686,"(+/- 2486 )",17317,"(+/- 1955 )",19892,"(+/- 2262 )",13885,"(+/- 2199 )",25568,"(+/- 2607 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",5076,"(+/- 1186 )",16830,"(+/- 2734 )",21313,"(+/- 3120 )",6067,"(+/- 1351 )",8662,"(+/- 1530 )",6707,"(+/- 1640 )",8369,"(+/- 1589 )",14862,"(+/- 2241 )",11453,"(+/- 1383 )",8622,"(+/- 1696 )",8597,"(+/- 1648 )",13495,"(+/- 1535 )",12072,"(+/- 1886 )",15117,"(+/- 2246 )",13670,"(+/- 1191 )",14399,"(+/- 1832 )",10292,"(+/- 1524 )",13350,"(+/- 1996 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",18156,"(+/- 2157 )",27014,"(+/- 3824 )",27931,"(+/- 3153 )",16531,"(+/- 2004 )",20007,"(+/- 2671 )",15704,"(+/- 2265 )",20228,"(+/- 2374 )",27113,"(+/- 2666 )",23133,"(+/- 2331 )",23877,"(+/- 2825 )",21237,"(+/- 2306 )",28835,"(+/- 2059 )",28160,"(+/- 2298 )",26329,"(+/- 2071 )",32762,"(+/- 1904 )",28350,"(+/- 1993 )",24068,"(+/- 2756 )",29994,"(+/- 2796 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",15198,"(+/- 1869 )",23833,"(+/- 3057 )",31692,"(+/- 3390 )",17756,"(+/- 2364 )",24508,"(+/- 2831 )",15578,"(+/- 1773 )",24067,"(+/- 2559 )",27941,"(+/- 2916 )",26727,"(+/- 2375 )",26379,"(+/- 2701 )",19021,"(+/- 2323 )",30294,"(+/- 2703 )",30100,"(+/- 2465 )",27492,"(+/- 2351 )",28635,"(+/- 2091 )",28943,"(+/- 2244 )",23433,"(+/- 2450 )",30652,"(+/- 3103 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",23904,"(+/- 2265 )",36444,"(+/- 3592 )",37799,"(+/- 3767 )",23170,"(+/- 2279 )",30737,"(+/- 2800 )",27418,"(+/- 2482 )",33563,"(+/- 3109 )",36962,"(+/- 3017 )",34755,"(+/- 2609 )",35098,"(+/- 3105 )",35962,"(+/- 3247 )",37959,"(+/- 2318 )",42083,"(+/- 2658 )",38350,"(+/- 2813 )",38819,"(+/- 2720 )",38314,"(+/- 2640 )",37008,"(+/- 3177 )",39444,"(+/- 2842 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",38600,"(+/- 2891 )",43518,"(+/- 3726 )",51238,"(+/- 4356 )",41826,"(+/- 3062 )",38611,"(+/- 3151 )",41697,"(+/- 3271 )",47627,"(+/- 3862 )",53858,"(+/- 3809 )",54285,"(+/- 3544 )",55256,"(+/- 3522 )",56785,"(+/- 3642 )",54747,"(+/- 3196 )",52257,"(+/- 2843 )",49744,"(+/- 3197 )",57615,"(+/- 2898 )",50356,"(+/- 3030 )",55418,"(+/- 3153 )",55194,"(+/- 3678 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",36687,"(+/- 3227 )",26429,"(+/- 3192 )",34595,"(+/- 2968 )",39088,"(+/- 3005 )",32830,"(+/- 2711 )",32478,"(+/- 2610 )",37688,"(+/- 2920 )",37997,"(+/- 3034 )",40239,"(+/- 2828 )",43241,"(+/- 3483 )",44067,"(+/- 3045 )",36746,"(+/- 2517 )",43461,"(+/- 2845 )",39274,"(+/- 2884 )",35225,"(+/- 2023 )",38844,"(+/- 2689 )",40769,"(+/- 3211 )",40804,"(+/- 3047 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",54273,"(+/- 3310 )",30177,"(+/- 3219 )",31073,"(+/- 3181 )",54878,"(+/- 3061 )",41602,"(+/- 3249 )",46611,"(+/- 3040 )",49719,"(+/- 3423 )",37304,"(+/- 2918 )",46072,"(+/- 2955 )",53157,"(+/- 3347 )",47498,"(+/- 2967 )",37583,"(+/- 2133 )",38979,"(+/- 2511 )",43157,"(+/- 2844 )",38463,"(+/- 2523 )",39448,"(+/- 2803 )",54295,"(+/- 3075 )",47375,"(+/- 2957 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",32939,"(+/- 2648 )",12284,"(+/- 1827 )",16780,"(+/- 2318 )",32197,"(+/- 2362 )",22558,"(+/- 2081 )",26910,"(+/- 2254 )",20027,"(+/- 2204 )",13558,"(+/- 1780 )",17292,"(+/- 1859 )",18651,"(+/- 2009 )",17375,"(+/- 1647 )",12939,"(+/- 1265 )",12013,"(+/- 1267 )",17875,"(+/- 1932 )",10613,"(+/- 1222 )",12993,"(+/- 1356 )",25680,"(+/- 2287 )",18776,"(+/- 1987 )"
