cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Business,"Total Establishments",Manufacturing,327,X,319,X,384,X,436,X,350,X,557,X,973,X,201,X,765,X
Business,"Total Establishments","Wholesale trade",325,X,392,X,656,X,466,X,555,X,1132,X,1355,X,336,X,1158,X
Business,"Total Establishments","Retail trade",1849,X,2047,X,1377,X,1920,X,1771,X,2739,X,1649,X,1582,X,2642,X
Business,"Total Establishments","Transportation and warehousing",354,X,221,X,581,X,423,X,291,X,390,X,728,X,277,X,355,X
Business,"Total Establishments",Information,193,X,267,X,161,X,198,X,241,X,500,X,299,X,152,X,536,X
Business,"Total Establishments","Finance and insurance",600,X,1065,X,442,X,624,X,1131,X,2231,X,668,X,886,X,1863,X
Business,"Total Establishments","Real estate and rental and leasing",756,X,1133,X,483,X,961,X,1523,X,2290,X,696,X,857,X,2009,X
Business,"Total Establishments","Professional, scientific, and technical services",1103,X,1977,X,959,X,1136,X,2357,X,4235,X,1544,X,1263,X,4113,X
Business,"Total Establishments","Management of companies and enterprises",34,X,86,X,58,X,37,X,60,X,211,X,145,X,21,X,292,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",596,X,887,X,496,X,749,X,1110,X,1681,X,815,X,844,X,1444,X
Business,"Total Establishments","Educational services",185,X,275,X,140,X,123,X,308,X,438,X,190,X,192,X,405,X
Business,"Total Establishments","Health care and social assistance",1600,X,2499,X,1132,X,1646,X,2523,X,3547,X,1377,X,2188,X,3078,X
Business,"Total Establishments","Arts, entertainment, and recreation",263,X,252,X,139,X,211,X,241,X,472,X,147,X,238,X,356,X
Business,"Total Establishments","Accommodation and food services",1596,X,1382,X,1116,X,1347,X,1349,X,1910,X,1403,X,1228,X,2181,X
Business,"Total Establishments","Other services (except public administration)",1130,X,1420,X,888,X,1214,X,1237,X,1848,X,1205,X,1092,X,1836,X
Business,"Total Establishments","Industries not classified",16,X,15,X,10,X,15,X,25,X,36,X,18,X,11,X,31,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
