cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Workers,"Commuting to Work",Walked,9191,"(+/- 2030 )",3427,"(+/- 1050 )",8322,"(+/- 2635 )",3947,"(+/- 1115 )",6108,"(+/- 1772 )",4117,"(+/- 1208 )",7198,"(+/- 1442 )",3653,"(+/- 1426 )",3746,"(+/- 1672 )",5686,"(+/- 1739 )",1501,"(+/- 914 )",4064,"(+/- 1248 )",7762,"(+/- 1740 )",9663,"(+/- 2164 )",4142,"(+/- 1767 )",3693,"(+/- 1092 )",3800,"(+/- 1374 )",5395,"(+/- 2885 )",3600,"(+/- 1226 )",5186,"(+/- 1926 )",2886,"(+/- 945 )",9491,"(+/- 2314 )",4792,"(+/- 1355 )",5253,"(+/- 1410 )",5797,"(+/- 2037 )",5494,"(+/- 1536 )",17040,"(+/- 2772 )"
Workers,"Commuting to Work","Other means",10941,"(+/- 3002 )",3686,"(+/- 1318 )",7764,"(+/- 1858 )",9347,"(+/- 1982 )",8774,"(+/- 2402 )",8650,"(+/- 2016 )",6736,"(+/- 1274 )",7738,"(+/- 2038 )",6944,"(+/- 2048 )",11339,"(+/- 2591 )",8810,"(+/- 2849 )",7852,"(+/- 1836 )",12573,"(+/- 3014 )",9086,"(+/- 1735 )",8840,"(+/- 1571 )",6553,"(+/- 1742 )",6016,"(+/- 1362 )",7075,"(+/- 1930 )",7646,"(+/- 2504 )",10366,"(+/- 2192 )",12594,"(+/- 3171 )",11117,"(+/- 2848 )",8924,"(+/- 1976 )",13220,"(+/- 2739 )",9776,"(+/- 2582 )",11161,"(+/- 1984 )",19661,"(+/- 4587 )"
Workers,"Commuting to Work","Worked from home",29342,"(+/- 3885 )",12869,"(+/- 1694 )",20883,"(+/- 2924 )",40186,"(+/- 4686 )",13351,"(+/- 2506 )",28019,"(+/- 3103 )",34804,"(+/- 4130 )",21063,"(+/- 2763 )",23337,"(+/- 3779 )",26978,"(+/- 3830 )",17516,"(+/- 2667 )",35787,"(+/- 3526 )",28620,"(+/- 2820 )",34668,"(+/- 3529 )",23313,"(+/- 2624 )",33768,"(+/- 3513 )",19814,"(+/- 2703 )",29658,"(+/- 4602 )",29509,"(+/- 3640 )",12967,"(+/- 2576 )",26786,"(+/- 3119 )",38019,"(+/- 4271 )",25445,"(+/- 3749 )",11477,"(+/- 2333 )",24710,"(+/- 3532 )",16030,"(+/- 3069 )",29405,"(+/- 3249 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.7,"(+/- 0.8 )",26.6,"(+/- 0.8 )",28.1,"(+/- 0.9 )",25.8,"(+/- 0.6 )",24.2,"(+/- 0.7 )",27.2,"(+/- 0.9 )",27.5,"(+/- 0.7 )",25.9,"(+/- 0.9 )",33.8,"(+/- 1.0 )",30.2,"(+/- 1.0 )",27.4,"(+/- 0.9 )",30.8,"(+/- 0.7 )",24.8,"(+/- 0.9 )",27.5,"(+/- 0.7 )",28.4,"(+/- 0.7 )",27.6,"(+/- 0.8 )",27.4,"(+/- 1.1 )",27.5,"(+/- 0.9 )",25.7,"(+/- 0.6 )",28.2,"(+/- 0.9 )",27.7,"(+/- 0.9 )",27.6,"(+/- 0.9 )",30.0,"(+/- 0.8 )",32.2,"(+/- 0.7 )",29.9,"(+/- 0.8 )",36.5,"(+/- 0.8 )",30.2,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",350550,"(+/- 6446 )",297243,"(+/- 8323 )",334880,"(+/- 9229 )",412241,"(+/- 11197 )",342047,"(+/- 9406 )",342619,"(+/- 7558 )",427653,"(+/- 11532 )",333612,"(+/- 7633 )",431037,"(+/- 14592 )",430500,"(+/- 13157 )",265594,"(+/- 9174 )",350973,"(+/- 8456 )",352837,"(+/- 7502 )",425198,"(+/- 10096 )",381220,"(+/- 11875 )",389238,"(+/- 9626 )",291799,"(+/- 10929 )",369451,"(+/- 10813 )",344670,"(+/- 9719 )",391339,"(+/- 11163 )",375018,"(+/- 10514 )",390837,"(+/- 10497 )",391921,"(+/- 10153 )",368904,"(+/- 11324 )",388456,"(+/- 13168 )",382785,"(+/- 10740 )",395896,"(+/- 13838 )"
Workers,Occupation,"Management, business, science, and arts occupations",127008,"(+/- 5188 )",109895,"(+/- 5623 )",135161,"(+/- 5708 )",186410,"(+/- 7825 )",103562,"(+/- 5865 )",113275,"(+/- 6030 )",188654,"(+/- 8315 )",128869,"(+/- 6546 )",133562,"(+/- 8997 )",152786,"(+/- 8060 )",86242,"(+/- 5804 )",145468,"(+/- 7094 )",143047,"(+/- 5744 )",174161,"(+/- 7391 )",136506,"(+/- 6869 )",143789,"(+/- 6109 )",84002,"(+/- 5866 )",144253,"(+/- 8144 )",117627,"(+/- 6947 )",105131,"(+/- 7505 )",141661,"(+/- 6568 )",159067,"(+/- 7066 )",167889,"(+/- 7317 )",99123,"(+/- 5276 )",115137,"(+/- 7444 )",126035,"(+/- 7228 )",168550,"(+/- 7456 )"
Workers,Occupation,"Service occupations",68533,"(+/- 4999 )",58973,"(+/- 4686 )",58072,"(+/- 5250 )",66805,"(+/- 6019 )",75280,"(+/- 4853 )",75509,"(+/- 5990 )",71356,"(+/- 6796 )",68357,"(+/- 6480 )",89848,"(+/- 7361 )",92058,"(+/- 8622 )",62872,"(+/- 5368 )",58266,"(+/- 4613 )",65301,"(+/- 4476 )",71985,"(+/- 4785 )",68716,"(+/- 5059 )",78435,"(+/- 5486 )",65020,"(+/- 5452 )",73660,"(+/- 6666 )",75011,"(+/- 6944 )",101675,"(+/- 6845 )",84138,"(+/- 5863 )",70700,"(+/- 7041 )",70520,"(+/- 6473 )",94235,"(+/- 6062 )",74648,"(+/- 6169 )",73160,"(+/- 4576 )",75514,"(+/- 7000 )"
Workers,Occupation,"Sales and office occupations",81919,"(+/- 4499 )",63923,"(+/- 4601 )",76066,"(+/- 5560 )",94142,"(+/- 6106 )",79838,"(+/- 6027 )",80131,"(+/- 5728 )",99082,"(+/- 6376 )",71340,"(+/- 5245 )",105804,"(+/- 7390 )",104802,"(+/- 7096 )",61072,"(+/- 4693 )",87371,"(+/- 5289 )",88229,"(+/- 6088 )",96932,"(+/- 5339 )",88181,"(+/- 5485 )",89507,"(+/- 5769 )",70619,"(+/- 4948 )",85154,"(+/- 7174 )",85650,"(+/- 5636 )",94799,"(+/- 6656 )",75903,"(+/- 4791 )",96544,"(+/- 7595 )",96995,"(+/- 6987 )",85514,"(+/- 6538 )",91010,"(+/- 6949 )",94137,"(+/- 6385 )",88198,"(+/- 6078 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33696,"(+/- 3396 )",33119,"(+/- 3734 )",31306,"(+/- 3876 )",28808,"(+/- 3870 )",29953,"(+/- 3847 )",36559,"(+/- 3523 )",28163,"(+/- 3787 )",30475,"(+/- 3739 )",44011,"(+/- 6139 )",34721,"(+/- 4525 )",26693,"(+/- 3903 )",30986,"(+/- 3311 )",23700,"(+/- 3415 )",33685,"(+/- 4265 )",38463,"(+/- 4652 )",37698,"(+/- 4633 )",38993,"(+/- 3911 )",32536,"(+/- 4335 )",35525,"(+/- 4165 )",38780,"(+/- 3847 )",39734,"(+/- 4438 )",31647,"(+/- 4175 )",23607,"(+/- 3262 )",38693,"(+/- 5491 )",54391,"(+/- 5663 )",44950,"(+/- 4844 )",32098,"(+/- 3844 )"
Workers,Occupation,"Production, transportation, and material moving occupations",39394,"(+/- 3624 )",31333,"(+/- 3338 )",34275,"(+/- 4498 )",36076,"(+/- 4344 )",53414,"(+/- 5684 )",37145,"(+/- 4051 )",40398,"(+/- 5056 )",34571,"(+/- 3856 )",57812,"(+/- 6530 )",46133,"(+/- 5453 )",28715,"(+/- 3442 )",28882,"(+/- 3353 )",32560,"(+/- 3495 )",48435,"(+/- 4770 )",49354,"(+/- 5562 )",39809,"(+/- 4169 )",33165,"(+/- 3797 )",33848,"(+/- 4009 )",30857,"(+/- 4337 )",50954,"(+/- 5639 )",33582,"(+/- 3839 )",32879,"(+/- 3393 )",32910,"(+/- 3924 )",51339,"(+/- 5125 )",53270,"(+/- 5204 )",44503,"(+/- 4523 )",31536,"(+/- 4351 )"
Workers,Industry,"Civilian employed population 16 years and over",350550,"(+/- 6446 )",297243,"(+/- 8323 )",334880,"(+/- 9229 )",412241,"(+/- 11197 )",342047,"(+/- 9406 )",342619,"(+/- 7558 )",427653,"(+/- 11532 )",333612,"(+/- 7633 )",431037,"(+/- 14592 )",430500,"(+/- 13157 )",265594,"(+/- 9174 )",350973,"(+/- 8456 )",352837,"(+/- 7502 )",425198,"(+/- 10096 )",381220,"(+/- 11875 )",389238,"(+/- 9626 )",291799,"(+/- 10929 )",369451,"(+/- 10813 )",344670,"(+/- 9719 )",391339,"(+/- 11163 )",375018,"(+/- 10514 )",390837,"(+/- 10497 )",391921,"(+/- 10153 )",368904,"(+/- 11324 )",388456,"(+/- 13168 )",382785,"(+/- 10740 )",395896,"(+/- 13838 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2450,"(+/- 1144 )",4758,"(+/- 1373 )",4975,"(+/- 1429 )",2318,"(+/- 1010 )",2272,"(+/- 771 )",2326,"(+/- 912 )",476,"(+/- 433 )",2276,"(+/- 1043 )",3027,"(+/- 1238 )",3246,"(+/- 1201 )",4221,"(+/- 2581 )",1266,"(+/- 587 )",850,"(+/- 366 )",1744,"(+/- 756 )",5263,"(+/- 1756 )",5084,"(+/- 1538 )",7722,"(+/- 1857 )",2237,"(+/- 1084 )",1700,"(+/- 727 )",4026,"(+/- 1415 )",3710,"(+/- 1401 )",1522,"(+/- 1059 )",1144,"(+/- 1090 )",703,"(+/- 640 )",5391,"(+/- 1519 )",7946,"(+/- 2069 )",588,"(+/- 478 )"
Workers,Industry,Construction,29359,"(+/- 4187 )",26711,"(+/- 3422 )",21867,"(+/- 2822 )",29310,"(+/- 4121 )",23079,"(+/- 3100 )",31347,"(+/- 3712 )",26987,"(+/- 3219 )",26255,"(+/- 3354 )",34805,"(+/- 5824 )",35399,"(+/- 5250 )",22867,"(+/- 3119 )",28580,"(+/- 3285 )",21583,"(+/- 2726 )",37055,"(+/- 5008 )",32089,"(+/- 4667 )",33783,"(+/- 4466 )",32399,"(+/- 3957 )",32103,"(+/- 4199 )",39396,"(+/- 4343 )",30587,"(+/- 3647 )",37986,"(+/- 4443 )",29475,"(+/- 3902 )",21491,"(+/- 3523 )",30519,"(+/- 4501 )",42468,"(+/- 4917 )",32278,"(+/- 3633 )",32172,"(+/- 3882 )"
Workers,Industry,Manufacturing,16774,"(+/- 2372 )",15012,"(+/- 2532 )",14629,"(+/- 2528 )",22529,"(+/- 3591 )",16182,"(+/- 2881 )",17954,"(+/- 2705 )",20427,"(+/- 2681 )",33682,"(+/- 4138 )",20721,"(+/- 3826 )",17979,"(+/- 2582 )",12578,"(+/- 2108 )",17707,"(+/- 2708 )",20656,"(+/- 2497 )",26505,"(+/- 3697 )",21856,"(+/- 2985 )",18418,"(+/- 2307 )",11928,"(+/- 2074 )",19140,"(+/- 2816 )",13695,"(+/- 2356 )",15051,"(+/- 3368 )",15011,"(+/- 2285 )",18637,"(+/- 3203 )",18325,"(+/- 2840 )",15600,"(+/- 3059 )",22284,"(+/- 2969 )",12370,"(+/- 2429 )",11999,"(+/- 2358 )"
Workers,Industry,"Wholesale trade",7929,"(+/- 2044 )",5452,"(+/- 1455 )",6704,"(+/- 1466 )",9216,"(+/- 1869 )",8898,"(+/- 2229 )",8981,"(+/- 2084 )",12163,"(+/- 2703 )",5538,"(+/- 1554 )",9727,"(+/- 2477 )",10964,"(+/- 2444 )",3813,"(+/- 1390 )",8147,"(+/- 1697 )",8689,"(+/- 1798 )",10836,"(+/- 1787 )",12077,"(+/- 2189 )",8891,"(+/- 1639 )",5820,"(+/- 1668 )",8818,"(+/- 1646 )",6255,"(+/- 1316 )",11959,"(+/- 2050 )",9849,"(+/- 2034 )",12503,"(+/- 1793 )",12872,"(+/- 2016 )",9070,"(+/- 2179 )",18122,"(+/- 2655 )",13144,"(+/- 2490 )",12015,"(+/- 2270 )"
Workers,Industry,"Retail trade",43286,"(+/- 4374 )",32708,"(+/- 3549 )",41648,"(+/- 4268 )",48305,"(+/- 5216 )",40327,"(+/- 4367 )",46714,"(+/- 4657 )",51117,"(+/- 4805 )",41284,"(+/- 4438 )",55957,"(+/- 5768 )",49178,"(+/- 4952 )",39542,"(+/- 3570 )",49042,"(+/- 4524 )",43768,"(+/- 4172 )",45073,"(+/- 4165 )",49860,"(+/- 4905 )",47814,"(+/- 4295 )",41263,"(+/- 4041 )",49147,"(+/- 5739 )",49011,"(+/- 4877 )",52695,"(+/- 4648 )",45483,"(+/- 4535 )",45113,"(+/- 3876 )",48512,"(+/- 5091 )",49448,"(+/- 5375 )",45225,"(+/- 4878 )",48655,"(+/- 4512 )",40944,"(+/- 4126 )"
Workers,Industry,"Transportation and warehousing, and utilities",16504,"(+/- 2393 )",15571,"(+/- 2674 )",18635,"(+/- 2703 )",24069,"(+/- 3103 )",27309,"(+/- 4058 )",15642,"(+/- 2749 )",23362,"(+/- 4321 )",14228,"(+/- 2098 )",37840,"(+/- 5259 )",22150,"(+/- 3810 )",10831,"(+/- 2224 )",16081,"(+/- 1851 )",12030,"(+/- 1976 )",23808,"(+/- 3188 )",21428,"(+/- 2869 )",18584,"(+/- 3643 )",17059,"(+/- 2613 )",21516,"(+/- 2830 )",13985,"(+/- 2549 )",26744,"(+/- 4343 )",16879,"(+/- 2569 )",22935,"(+/- 3480 )",27181,"(+/- 2983 )",37280,"(+/- 4700 )",33837,"(+/- 4034 )",32866,"(+/- 3772 )",24701,"(+/- 3327 )"
Workers,Industry,Information,5572,"(+/- 1511 )",2263,"(+/- 810 )",4566,"(+/- 1711 )",5840,"(+/- 1888 )",4233,"(+/- 1326 )",4361,"(+/- 1180 )",10846,"(+/- 2258 )",3940,"(+/- 1250 )",6383,"(+/- 1972 )",8097,"(+/- 1965 )",3261,"(+/- 1250 )",5857,"(+/- 1343 )",7353,"(+/- 1566 )",4389,"(+/- 982 )",5361,"(+/- 1649 )",7198,"(+/- 2254 )",2326,"(+/- 887 )",5175,"(+/- 2185 )",5259,"(+/- 1581 )",7071,"(+/- 1973 )",6207,"(+/- 1364 )",9897,"(+/- 2112 )",7809,"(+/- 1695 )",5457,"(+/- 1389 )",8560,"(+/- 2366 )",5756,"(+/- 1601 )",9325,"(+/- 2255 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",31050,"(+/- 3667 )",15434,"(+/- 2106 )",19364,"(+/- 2540 )",49437,"(+/- 5556 )",23958,"(+/- 3723 )",26035,"(+/- 3259 )",35808,"(+/- 4108 )",19263,"(+/- 3230 )",26056,"(+/- 3353 )",32831,"(+/- 4800 )",16994,"(+/- 2427 )",32275,"(+/- 2880 )",31528,"(+/- 3170 )",43395,"(+/- 4021 )",31390,"(+/- 3445 )",32663,"(+/- 4064 )",17187,"(+/- 2860 )",25300,"(+/- 3396 )",25587,"(+/- 3159 )",21918,"(+/- 2751 )",28684,"(+/- 3094 )",35993,"(+/- 4439 )",35902,"(+/- 3576 )",20688,"(+/- 2715 )",23748,"(+/- 3117 )",26961,"(+/- 3833 )",36376,"(+/- 3923 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",44428,"(+/- 4041 )",28938,"(+/- 3062 )",33515,"(+/- 3596 )",57562,"(+/- 5195 )",37424,"(+/- 3752 )",40501,"(+/- 4259 )",73711,"(+/- 5690 )",49164,"(+/- 4431 )",46814,"(+/- 5199 )",50453,"(+/- 4622 )",29362,"(+/- 3655 )",46857,"(+/- 3877 )",52405,"(+/- 3928 )",66426,"(+/- 4751 )",40672,"(+/- 3792 )",58862,"(+/- 5066 )",30909,"(+/- 3582 )",47435,"(+/- 5065 )",45839,"(+/- 4343 )",52834,"(+/- 6971 )",56140,"(+/- 5692 )",62690,"(+/- 5442 )",55496,"(+/- 5347 )",43865,"(+/- 4149 )",44449,"(+/- 4264 )",47787,"(+/- 4914 )",67972,"(+/- 6167 )"
Workers,Industry,"Educational services, and health care and social assistance",71837,"(+/- 3967 )",68772,"(+/- 4158 )",102020,"(+/- 5764 )",84254,"(+/- 6142 )",76940,"(+/- 5518 )",74083,"(+/- 4933 )",83580,"(+/- 5255 )",68194,"(+/- 5495 )",76204,"(+/- 6793 )",77645,"(+/- 6007 )",57060,"(+/- 5221 )",80019,"(+/- 4970 )",81427,"(+/- 4470 )",95874,"(+/- 6174 )",76611,"(+/- 5456 )",83432,"(+/- 4916 )",62641,"(+/- 4782 )",81470,"(+/- 6756 )",72513,"(+/- 5348 )",86389,"(+/- 6390 )",81862,"(+/- 5368 )",77166,"(+/- 5387 )",86607,"(+/- 7052 )",71895,"(+/- 4639 )",71613,"(+/- 5684 )",83102,"(+/- 6080 )",74319,"(+/- 5218 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",42426,"(+/- 3675 )",31235,"(+/- 3578 )",31442,"(+/- 3610 )",42522,"(+/- 5160 )",38980,"(+/- 4494 )",40394,"(+/- 4192 )",56514,"(+/- 6274 )",36550,"(+/- 3870 )",81239,"(+/- 6761 )",93756,"(+/- 8202 )",34013,"(+/- 4907 )",37040,"(+/- 3482 )",41740,"(+/- 3860 )",44312,"(+/- 4014 )",55765,"(+/- 5593 )",39073,"(+/- 4840 )",31533,"(+/- 3838 )",41886,"(+/- 4655 )",44560,"(+/- 5946 )",48799,"(+/- 5361 )",39984,"(+/- 4438 )",40706,"(+/- 5617 )",39105,"(+/- 4899 )",50005,"(+/- 5385 )",42234,"(+/- 5871 )",37217,"(+/- 3546 )",49117,"(+/- 4681 )"
Workers,Industry,"Other services, except public administration",16477,"(+/- 3060 )",15033,"(+/- 2424 )",17357,"(+/- 2711 )",20477,"(+/- 2806 )",18935,"(+/- 2980 )",21031,"(+/- 3395 )",21128,"(+/- 2977 )",15633,"(+/- 2850 )",17228,"(+/- 4233 )",16134,"(+/- 2677 )",16929,"(+/- 2712 )",16302,"(+/- 2152 )",19503,"(+/- 2621 )",16186,"(+/- 2116 )",17618,"(+/- 2577 )",22934,"(+/- 3092 )",17173,"(+/- 2467 )",22360,"(+/- 3686 )",17330,"(+/- 3342 )",18063,"(+/- 2580 )",22356,"(+/- 3264 )",22157,"(+/- 2907 )",18022,"(+/- 3230 )",21543,"(+/- 3034 )",20599,"(+/- 2817 )",18949,"(+/- 2949 )",26612,"(+/- 3866 )"
Workers,Industry,"Public administration",22458,"(+/- 2803 )",35356,"(+/- 4001 )",18158,"(+/- 2749 )",16402,"(+/- 2988 )",23510,"(+/- 2639 )",13250,"(+/- 2034 )",11534,"(+/- 2391 )",17605,"(+/- 2465 )",15036,"(+/- 3085 )",12668,"(+/- 2870 )",14123,"(+/- 3302 )",11800,"(+/- 1877 )",11305,"(+/- 1953 )",9595,"(+/- 1662 )",11230,"(+/- 2011 )",12502,"(+/- 1852 )",13839,"(+/- 2201 )",12864,"(+/- 2321 )",9540,"(+/- 2206 )",15203,"(+/- 2859 )",10867,"(+/- 2139 )",12043,"(+/- 2748 )",19455,"(+/- 2814 )",12831,"(+/- 2834 )",9926,"(+/- 2147 )",15754,"(+/- 2233 )",9756,"(+/- 1988 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",350550,"(+/- 6446 )",297243,"(+/- 8323 )",334880,"(+/- 9229 )",412241,"(+/- 11197 )",342047,"(+/- 9406 )",342619,"(+/- 7558 )",427653,"(+/- 11532 )",333612,"(+/- 7633 )",431037,"(+/- 14592 )",430500,"(+/- 13157 )",265594,"(+/- 9174 )",350973,"(+/- 8456 )",352837,"(+/- 7502 )",425198,"(+/- 10096 )",381220,"(+/- 11875 )",389238,"(+/- 9626 )",291799,"(+/- 10929 )",369451,"(+/- 10813 )",344670,"(+/- 9719 )",391339,"(+/- 11163 )",375018,"(+/- 10514 )",390837,"(+/- 10497 )",391921,"(+/- 10153 )",368904,"(+/- 11324 )",388456,"(+/- 13168 )",382785,"(+/- 10740 )",395896,"(+/- 13838 )"
Workers,"Class of Worker","Private wage and salary workers",276158,"(+/- 6708 )",207821,"(+/- 8299 )",250780,"(+/- 8693 )",346114,"(+/- 11025 )",266329,"(+/- 8983 )",283026,"(+/- 7959 )",366849,"(+/- 11697 )",276188,"(+/- 7426 )",362601,"(+/- 14623 )",369315,"(+/- 11327 )",218698,"(+/- 8701 )",292243,"(+/- 7702 )",296913,"(+/- 7475 )",363287,"(+/- 9852 )",328397,"(+/- 12406 )",324407,"(+/- 8823 )",236691,"(+/- 10288 )",308832,"(+/- 11043 )",289576,"(+/- 9397 )",323268,"(+/- 10587 )",312313,"(+/- 10357 )",328253,"(+/- 11081 )",325240,"(+/- 9554 )",305661,"(+/- 11214 )",325017,"(+/- 12991 )",313961,"(+/- 10406 )",329856,"(+/- 12532 )"
Workers,"Class of Worker","Government workers",51472,"(+/- 4316 )",71253,"(+/- 5292 )",68376,"(+/- 5033 )",44476,"(+/- 4762 )",60836,"(+/- 4391 )",35177,"(+/- 3062 )",35857,"(+/- 3324 )",41981,"(+/- 3553 )",48302,"(+/- 5121 )",36299,"(+/- 5181 )",29943,"(+/- 4299 )",35417,"(+/- 3492 )",35476,"(+/- 3447 )",40616,"(+/- 4190 )",36731,"(+/- 3720 )",38462,"(+/- 3522 )",38745,"(+/- 3559 )",38835,"(+/- 3897 )",34829,"(+/- 4246 )",45403,"(+/- 4556 )",35884,"(+/- 3998 )",34505,"(+/- 4090 )",42569,"(+/- 4099 )",37651,"(+/- 4460 )",28775,"(+/- 3507 )",42946,"(+/- 3560 )",29177,"(+/- 3080 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",22395,"(+/- 3325 )",17648,"(+/- 2552 )",15328,"(+/- 2295 )",21142,"(+/- 2730 )",13972,"(+/- 2499 )",23529,"(+/- 2754 )",24048,"(+/- 3308 )",15105,"(+/- 2434 )",18712,"(+/- 3444 )",22736,"(+/- 3688 )",16264,"(+/- 2345 )",22730,"(+/- 3664 )",18905,"(+/- 2631 )",20939,"(+/- 2883 )",15625,"(+/- 2121 )",26051,"(+/- 3080 )",15877,"(+/- 2086 )",20370,"(+/- 3175 )",20002,"(+/- 3138 )",21038,"(+/- 2895 )",26008,"(+/- 3860 )",27614,"(+/- 3966 )",23512,"(+/- 3311 )",24862,"(+/- 3561 )",33424,"(+/- 4600 )",25587,"(+/- 3829 )",36210,"(+/- 4299 )"
Workers,"Class of Worker","Unpaid family workers",525,"(+/- 392 )",521,"(+/- 432 )",396,"(+/- 365 )",509,"(+/- 378 )",910,"(+/- 753 )",887,"(+/- 424 )",899,"(+/- 981 )",338,"(+/- 351 )",1422,"(+/- 1089 )",2150,"(+/- 1242 )",689,"(+/- 523 )",583,"(+/- 382 )",1543,"(+/- 933 )",356,"(+/- 226 )",467,"(+/- 316 )",318,"(+/- 290 )",486,"(+/- 353 )",1414,"(+/- 847 )",263,"(+/- 184 )",1630,"(+/- 1362 )",813,"(+/- 381 )",465,"(+/- 324 )",600,"(+/- 342 )",730,"(+/- 577 )",1240,"(+/- 680 )",291,"(+/- 186 )",653,"(+/- 411 )"
Housing,"Housing Occupancy","Total housing units",376749,"(+/- 1467 )",357583,"(+/- 3896 )",322944,"(+/- 3315 )",362998,"(+/- 5490 )",331115,"(+/- 6350 )",376360,"(+/- 2918 )",328729,"(+/- 5128 )",371815,"(+/- 1534 )",394918,"(+/- 6641 )",331662,"(+/- 6711 )",408508,"(+/- 4612 )",371238,"(+/- 3902 )",395748,"(+/- 3867 )",343593,"(+/- 5394 )",323137,"(+/- 6990 )",431870,"(+/- 5514 )",400916,"(+/- 5079 )",375853,"(+/- 4575 )",494699,"(+/- 4537 )",292964,"(+/- 7435 )",373810,"(+/- 5983 )",382914,"(+/- 7730 )",343622,"(+/- 6939 )",288320,"(+/- 6029 )",283400,"(+/- 5940 )",264021,"(+/- 5681 )",344567,"(+/- 5804 )"
Housing,"Housing Occupancy","Occupied housing units",293683,"(+/- 5174 )",274771,"(+/- 5695 )",279725,"(+/- 5252 )",317700,"(+/- 6113 )",281508,"(+/- 6450 )",310974,"(+/- 5003 )",301756,"(+/- 6038 )",299585,"(+/- 5472 )",293726,"(+/- 7289 )",262196,"(+/- 7420 )",340680,"(+/- 7049 )",315056,"(+/- 5842 )",297213,"(+/- 4865 )",309771,"(+/- 5417 )",279096,"(+/- 6214 )",332027,"(+/- 7116 )",310259,"(+/- 6403 )",304300,"(+/- 6745 )",321480,"(+/- 6270 )",260511,"(+/- 7030 )",304170,"(+/- 5761 )",309545,"(+/- 6579 )",277260,"(+/- 6865 )",254252,"(+/- 5942 )",252220,"(+/- 5894 )",235037,"(+/- 5882 )",287331,"(+/- 5593 )"
Housing,"Housing Occupancy","Vacant housing units",83066,"(+/- 4846 )",82812,"(+/- 4601 )",43219,"(+/- 3936 )",45298,"(+/- 4694 )",49607,"(+/- 4774 )",65386,"(+/- 4931 )",26973,"(+/- 3868 )",72230,"(+/- 5257 )",101192,"(+/- 6296 )",69466,"(+/- 6765 )",67828,"(+/- 6028 )",56182,"(+/- 5344 )",98535,"(+/- 5582 )",33822,"(+/- 3633 )",44041,"(+/- 4011 )",99843,"(+/- 5220 )",90657,"(+/- 6272 )",71553,"(+/- 5758 )",173219,"(+/- 6819 )",32453,"(+/- 3666 )",69640,"(+/- 4341 )",73369,"(+/- 4955 )",66362,"(+/- 4516 )",34068,"(+/- 3414 )",31180,"(+/- 4374 )",28984,"(+/- 2430 )",57236,"(+/- 4101 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.6 )",1.3,"(+/- 0.5 )",1.6,"(+/- 0.7 )",2.7,"(+/- 1.1 )",2.0,"(+/- 0.8 )",2.2,"(+/- 0.7 )",2.0,"(+/- 0.8 )",2.3,"(+/- 0.7 )",3.5,"(+/- 1.0 )",7.4,"(+/- 1.6 )",2.2,"(+/- 0.7 )",2.2,"(+/- 0.6 )",2.7,"(+/- 0.7 )",1.2,"(+/- 0.5 )",2.2,"(+/- 0.9 )",2.6,"(+/- 0.8 )",2.7,"(+/- 0.7 )",1.5,"(+/- 0.6 )",2.7,"(+/- 0.6 )",1.3,"(+/- 0.9 )",1.7,"(+/- 0.6 )",1.8,"(+/- 0.6 )",1.5,"(+/- 0.6 )",2.2,"(+/- 0.8 )",1.7,"(+/- 1.1 )",1.0,"(+/- 0.5 )",3.2,"(+/- 1.0 )"
