cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Business,"Total Establishments","Transportation and warehousing",702,X,584,X,649,X,787,X,483,X,545,X,621,X,663,X,560,X
Business,"Total Establishments",Information,194,X,237,X,265,X,241,X,449,X,213,X,315,X,236,X,251,X
Business,"Total Establishments","Finance and insurance",870,X,916,X,1142,X,990,X,1841,X,891,X,741,X,970,X,1011,X
Business,"Total Establishments","Real estate and rental and leasing",657,X,570,X,795,X,702,X,1375,X,542,X,845,X,593,X,770,X
Business,"Total Establishments","Professional, scientific, and technical services",1347,X,1097,X,1331,X,1138,X,3066,X,963,X,1533,X,1175,X,1283,X
Business,"Total Establishments","Management of companies and enterprises",52,X,88,X,93,X,50,X,212,X,77,X,116,X,80,X,73,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",733,X,772,X,889,X,773,X,1278,X,692,X,850,X,722,X,771,X
Business,"Total Establishments","Educational services",194,X,157,X,175,X,122,X,353,X,114,X,196,X,152,X,162,X
Business,"Total Establishments","Health care and social assistance",1828,X,1524,X,1802,X,1717,X,2911,X,1844,X,1991,X,1937,X,2042,X
Business,"Total Establishments","Arts, entertainment, and recreation",202,X,213,X,266,X,248,X,438,X,227,X,221,X,216,X,227,X
Business,"Total Establishments","Accommodation and food services",1530,X,1387,X,1476,X,1635,X,1897,X,1276,X,1562,X,1494,X,1531,X
Business,"Total Establishments","Other services (except public administration)",1716,X,1854,X,2093,X,1752,X,2001,X,1669,X,1762,X,1939,X,1631,X
Business,"Total Establishments","Industries not classified",15,X,13,X,13,X,21,X,20,X,17,X,12,X,19,X,20,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
