cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Housing,Value,"Less than $50,000",4833,"(+/- 1130 )",12470,"(+/- 1522 )",4213,"(+/- 864 )",2541,"(+/- 722 )",1759,"(+/- 559 )",2337,"(+/- 663 )",4662,"(+/- 1377 )",4693,"(+/- 1095 )",3091,"(+/- 818 )",5514,"(+/- 1266 )",2710,"(+/- 808 )",28024,"(+/- 2702 )",17443,"(+/- 1740 )",2530,"(+/- 853 )",34977,"(+/- 1924 )",12862,"(+/- 1685 )",24692,"(+/- 2077 )",14626,"(+/- 1229 )"
Housing,Value,"$50,000 to $99,999",15141,"(+/- 1820 )",34762,"(+/- 3193 )",6862,"(+/- 1306 )",3543,"(+/- 1027 )",1332,"(+/- 520 )",2908,"(+/- 960 )",7018,"(+/- 1341 )",4967,"(+/- 1174 )",3641,"(+/- 735 )",7835,"(+/- 1351 )",8578,"(+/- 1391 )",52846,"(+/- 3196 )",48887,"(+/- 3141 )",3772,"(+/- 1071 )",61520,"(+/- 2716 )",43094,"(+/- 2855 )",60864,"(+/- 3881 )",46182,"(+/- 2386 )"
Housing,Value,"$100,000 to $149,999",26100,"(+/- 3245 )",39109,"(+/- 2569 )",14622,"(+/- 2289 )",6856,"(+/- 1141 )",5188,"(+/- 1130 )",8338,"(+/- 1257 )",10017,"(+/- 1552 )",16970,"(+/- 2134 )",9871,"(+/- 1689 )",22679,"(+/- 2360 )",19893,"(+/- 2198 )",36971,"(+/- 2820 )",38861,"(+/- 2530 )",14820,"(+/- 2033 )",40078,"(+/- 2390 )",49504,"(+/- 2923 )",45989,"(+/- 3061 )",45404,"(+/- 2981 )"
Housing,Value,"$150,000 to $199,999",36162,"(+/- 3081 )",33182,"(+/- 2954 )",32491,"(+/- 3051 )",15796,"(+/- 1909 )",10724,"(+/- 1706 )",19171,"(+/- 1968 )",16934,"(+/- 2408 )",31696,"(+/- 2719 )",11502,"(+/- 1917 )",25446,"(+/- 2509 )",33630,"(+/- 3085 )",26526,"(+/- 2636 )",26262,"(+/- 2075 )",31722,"(+/- 2682 )",28168,"(+/- 1903 )",41139,"(+/- 2674 )",23267,"(+/- 2130 )",39219,"(+/- 2537 )"
Housing,Value,"$200,000 to $299,999",47030,"(+/- 2987 )",24180,"(+/- 2433 )",64903,"(+/- 3508 )",34505,"(+/- 2707 )",40077,"(+/- 3184 )",58056,"(+/- 2972 )",27010,"(+/- 2729 )",65600,"(+/- 3298 )",38751,"(+/- 2973 )",34450,"(+/- 2939 )",62917,"(+/- 3876 )",28516,"(+/- 2350 )",27660,"(+/- 2276 )",71795,"(+/- 3921 )",27634,"(+/- 2043 )",36522,"(+/- 2858 )",19433,"(+/- 1887 )",40139,"(+/- 2414 )"
Housing,Value,"$300,000 to $499,999",27886,"(+/- 2269 )",8508,"(+/- 1468 )",46619,"(+/- 3004 )",29080,"(+/- 2762 )",56700,"(+/- 3184 )",80092,"(+/- 4256 )",34752,"(+/- 3360 )",41880,"(+/- 2730 )",62090,"(+/- 2974 )",39654,"(+/- 2579 )",39193,"(+/- 2472 )",14133,"(+/- 1720 )",15191,"(+/- 1732 )",69320,"(+/- 4055 )",13967,"(+/- 1498 )",17458,"(+/- 1899 )",8750,"(+/- 1097 )",20852,"(+/- 2245 )"
Housing,Value,"$500,000 to $999,999",6179,"(+/- 1051 )",1926,"(+/- 671 )",14191,"(+/- 1598 )",10441,"(+/- 1537 )",38125,"(+/- 2747 )",37885,"(+/- 2097 )",21227,"(+/- 2044 )",6252,"(+/- 1115 )",33294,"(+/- 2395 )",33093,"(+/- 2144 )",10620,"(+/- 1045 )",2119,"(+/- 631 )",3465,"(+/- 942 )",13851,"(+/- 1866 )",3007,"(+/- 652 )",3016,"(+/- 801 )",2261,"(+/- 569 )",4562,"(+/- 1128 )"
Housing,Value,"$1,000,000 or more",909,"(+/- 430 )",968,"(+/- 502 )",2045,"(+/- 617 )",1030,"(+/- 399 )",13459,"(+/- 1499 )",6361,"(+/- 1004 )",6805,"(+/- 1431 )",986,"(+/- 539 )",11311,"(+/- 1296 )",8165,"(+/- 993 )",1910,"(+/- 635 )",410,"(+/- 211 )",442,"(+/- 270 )",2094,"(+/- 810 )",734,"(+/- 322 )",484,"(+/- 246 )",446,"(+/- 290 )",455,"(+/- 279 )"
Housing,Value,"Median (dollars)",199800,"(+/- 5525 )",138500,"(+/- 3736 )",251400,"(+/- 5431 )",264900,"(+/- 6847 )",370800,"(+/- 7707 )",334200,"(+/- 5344 )",293700,"(+/- 12722 )",240300,"(+/- 3717 )",350300,"(+/- 6367 )",274500,"(+/- 9320 )",233100,"(+/- 3709 )",116300,"(+/- 3347 )",128000,"(+/- 3878 )",274900,"(+/- 4535 )",109400,"(+/- 3010 )",146600,"(+/- 3186 )",107100,"(+/- 3083 )",149400,"(+/- 3373 )"
Housing,"Mortgage Status","Owner-occupied units",164240,"(+/- 5273 )",155105,"(+/- 4942 )",185946,"(+/- 5265 )",103792,"(+/- 4635 )",167364,"(+/- 4890 )",215148,"(+/- 4304 )",128425,"(+/- 5355 )",173044,"(+/- 5047 )",173551,"(+/- 5078 )",176836,"(+/- 4191 )",179451,"(+/- 5330 )",189545,"(+/- 4712 )",178211,"(+/- 5069 )",209904,"(+/- 4374 )",210085,"(+/- 3506 )",204079,"(+/- 3412 )",185702,"(+/- 4406 )",211439,"(+/- 4123 )"
Housing,"Mortgage Status","Housing units with a mortgage",106566,"(+/- 4895 )",96573,"(+/- 4330 )",110818,"(+/- 4788 )",67444,"(+/- 4568 )",113216,"(+/- 4761 )",144256,"(+/- 3909 )",88163,"(+/- 4013 )",114427,"(+/- 4686 )",109334,"(+/- 4311 )",111170,"(+/- 4603 )",128056,"(+/- 4782 )",103432,"(+/- 4489 )",102320,"(+/- 4144 )",150551,"(+/- 4755 )",106185,"(+/- 3824 )",123741,"(+/- 3484 )",104035,"(+/- 4505 )",124022,"(+/- 3913 )"
Housing,"Mortgage Status","Housing units without a mortgage",57674,"(+/- 3707 )",58532,"(+/- 4111 )",75128,"(+/- 3687 )",36348,"(+/- 2835 )",54148,"(+/- 3358 )",70892,"(+/- 3492 )",40262,"(+/- 3137 )",58617,"(+/- 3632 )",64217,"(+/- 3750 )",65666,"(+/- 3199 )",51395,"(+/- 3375 )",86113,"(+/- 3363 )",75891,"(+/- 3530 )",59353,"(+/- 3552 )",103900,"(+/- 3025 )",80338,"(+/- 3383 )",81667,"(+/- 3029 )",87417,"(+/- 3205 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",106566,"(+/- 4895 )",96573,"(+/- 4330 )",110818,"(+/- 4788 )",67444,"(+/- 4568 )",113216,"(+/- 4761 )",144256,"(+/- 3909 )",88163,"(+/- 4013 )",114427,"(+/- 4686 )",109334,"(+/- 4311 )",111170,"(+/- 4603 )",128056,"(+/- 4782 )",103432,"(+/- 4489 )",102320,"(+/- 4144 )",150551,"(+/- 4755 )",106185,"(+/- 3824 )",123741,"(+/- 3484 )",104035,"(+/- 4505 )",124022,"(+/- 3913 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",686,"(+/- 371 )",1294,"(+/- 647 )",711,"(+/- 367 )",368,"(+/- 233 )",506,"(+/- 341 )",681,"(+/- 438 )",437,"(+/- 284 )",862,"(+/- 397 )",283,"(+/- 219 )",497,"(+/- 338 )",266,"(+/- 185 )",2477,"(+/- 730 )",1984,"(+/- 603 )",847,"(+/- 509 )",4187,"(+/- 916 )",1552,"(+/- 594 )",2540,"(+/- 662 )",1995,"(+/- 556 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",10935,"(+/- 1525 )",14554,"(+/- 1601 )",8650,"(+/- 1474 )",2838,"(+/- 654 )",3468,"(+/- 907 )",4008,"(+/- 836 )",4503,"(+/- 835 )",7261,"(+/- 1466 )",4750,"(+/- 909 )",8201,"(+/- 1314 )",8719,"(+/- 1599 )",33735,"(+/- 2321 )",33217,"(+/- 2425 )",7032,"(+/- 1415 )",39666,"(+/- 2626 )",31043,"(+/- 2560 )",44925,"(+/- 2945 )",35262,"(+/- 2543 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",30882,"(+/- 3236 )",36809,"(+/- 2774 )",24385,"(+/- 2693 )",12340,"(+/- 1857 )",12663,"(+/- 1735 )",20721,"(+/- 1971 )",13338,"(+/- 2100 )",29185,"(+/- 2389 )",14676,"(+/- 1787 )",21913,"(+/- 2418 )",32324,"(+/- 2646 )",33306,"(+/- 3089 )",35142,"(+/- 3035 )",23826,"(+/- 2375 )",33779,"(+/- 2525 )",45614,"(+/- 2471 )",35491,"(+/- 2764 )",40965,"(+/- 2530 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",27273,"(+/- 2461 )",25127,"(+/- 3115 )",31019,"(+/- 3349 )",20032,"(+/- 2360 )",20091,"(+/- 2341 )",32336,"(+/- 3115 )",22620,"(+/- 2633 )",34583,"(+/- 3082 )",21817,"(+/- 2319 )",21745,"(+/- 2346 )",36277,"(+/- 3175 )",18254,"(+/- 2074 )",16336,"(+/- 1770 )",40906,"(+/- 4046 )",16122,"(+/- 1784 )",24975,"(+/- 2510 )",13411,"(+/- 1496 )",23691,"(+/- 2115 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",20116,"(+/- 2576 )",10176,"(+/- 1496 )",23851,"(+/- 2767 )",16110,"(+/- 2397 )",22894,"(+/- 2720 )",29299,"(+/- 2268 )",13768,"(+/- 2099 )",21698,"(+/- 2102 )",19659,"(+/- 2307 )",16702,"(+/- 1960 )",24095,"(+/- 2314 )",9503,"(+/- 1416 )",7976,"(+/- 1369 )",32802,"(+/- 2923 )",6739,"(+/- 1114 )",12459,"(+/- 1913 )",3768,"(+/- 727 )",10264,"(+/- 1368 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",8490,"(+/- 1509 )",4958,"(+/- 1505 )",10113,"(+/- 1578 )",7235,"(+/- 1232 )",16990,"(+/- 1591 )",21035,"(+/- 1949 )",9943,"(+/- 1642 )",12634,"(+/- 1614 )",16945,"(+/- 1690 )",12265,"(+/- 1588 )",12778,"(+/- 1843 )",2863,"(+/- 675 )",3246,"(+/- 812 )",23058,"(+/- 2868 )",3022,"(+/- 643 )",3987,"(+/- 1005 )",1792,"(+/- 600 )",6150,"(+/- 1310 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",8184,"(+/- 1141 )",3655,"(+/- 854 )",12089,"(+/- 1760 )",8521,"(+/- 1347 )",36604,"(+/- 2612 )",36176,"(+/- 2370 )",23554,"(+/- 2391 )",8204,"(+/- 1476 )",31204,"(+/- 2279 )",29847,"(+/- 2193 )",13597,"(+/- 1850 )",3294,"(+/- 944 )",4419,"(+/- 984 )",22080,"(+/- 1957 )",2670,"(+/- 707 )",4111,"(+/- 1113 )",2108,"(+/- 723 )",5695,"(+/- 1120 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1673,"(+/- 44 )",1444,"(+/- 33 )",1825,"(+/- 57 )",1954,"(+/- 52 )",2434,"(+/- 57 )",2245,"(+/- 37 )",2116,"(+/- 89 )",1786,"(+/- 39 )",2334,"(+/- 54 )",2097,"(+/- 72 )",1809,"(+/- 41 )",1187,"(+/- 27 )",1200,"(+/- 27 )",2041,"(+/- 49 )",1115,"(+/- 25 )",1314,"(+/- 26 )",1050,"(+/- 25 )",1290,"(+/- 33 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",57674,"(+/- 3707 )",58532,"(+/- 4111 )",75128,"(+/- 3687 )",36348,"(+/- 2835 )",54148,"(+/- 3358 )",70892,"(+/- 3492 )",40262,"(+/- 3137 )",58617,"(+/- 3632 )",64217,"(+/- 3750 )",65666,"(+/- 3199 )",51395,"(+/- 3375 )",86113,"(+/- 3363 )",75891,"(+/- 3530 )",59353,"(+/- 3552 )",103900,"(+/- 3025 )",80338,"(+/- 3383 )",81667,"(+/- 3029 )",87417,"(+/- 3205 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1768,"(+/- 644 )",2510,"(+/- 657 )",1497,"(+/- 499 )",578,"(+/- 320 )",1561,"(+/- 661 )",1012,"(+/- 361 )",868,"(+/- 340 )",1920,"(+/- 549 )",1368,"(+/- 520 )",2805,"(+/- 1117 )",1131,"(+/- 463 )",9753,"(+/- 1298 )",5758,"(+/- 965 )",1346,"(+/- 647 )",14641,"(+/- 1443 )",5804,"(+/- 931 )",7688,"(+/- 1089 )",6453,"(+/- 749 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5815,"(+/- 1104 )",9339,"(+/- 1617 )",5198,"(+/- 1197 )",2249,"(+/- 624 )",2683,"(+/- 639 )",1200,"(+/- 377 )",2706,"(+/- 726 )",3289,"(+/- 891 )",2838,"(+/- 886 )",4673,"(+/- 979 )",4324,"(+/- 888 )",22735,"(+/- 1961 )",22185,"(+/- 1984 )",3346,"(+/- 1299 )",29713,"(+/- 2192 )",14564,"(+/- 1367 )",22553,"(+/- 1442 )",17812,"(+/- 1701 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",14288,"(+/- 2059 )",18209,"(+/- 2209 )",16689,"(+/- 2027 )",8698,"(+/- 1436 )",7505,"(+/- 1175 )",7239,"(+/- 1162 )",7350,"(+/- 1286 )",12300,"(+/- 1863 )",7278,"(+/- 1287 )",10541,"(+/- 1302 )",10034,"(+/- 1405 )",29410,"(+/- 2445 )",24618,"(+/- 2079 )",8319,"(+/- 1367 )",32598,"(+/- 2112 )",27485,"(+/- 1963 )",29301,"(+/- 2299 )",28858,"(+/- 2100 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",16195,"(+/- 1898 )",13836,"(+/- 2087 )",19661,"(+/- 1956 )",11344,"(+/- 1813 )",13769,"(+/- 1892 )",16382,"(+/- 1768 )",7675,"(+/- 1430 )",17783,"(+/- 1970 )",14131,"(+/- 1836 )",11109,"(+/- 1569 )",15399,"(+/- 1794 )",15005,"(+/- 1497 )",12996,"(+/- 1481 )",14241,"(+/- 2171 )",15670,"(+/- 1248 )",17292,"(+/- 1709 )",13229,"(+/- 1415 )",19023,"(+/- 2069 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",9932,"(+/- 1561 )",7518,"(+/- 1462 )",16714,"(+/- 2264 )",7340,"(+/- 1211 )",9633,"(+/- 1480 )",14375,"(+/- 2071 )",5973,"(+/- 1140 )",11679,"(+/- 1549 )",12177,"(+/- 1530 )",10171,"(+/- 1448 )",9525,"(+/- 1561 )",5403,"(+/- 865 )",5649,"(+/- 888 )",13035,"(+/- 1669 )",5918,"(+/- 954 )",9108,"(+/- 1439 )",5493,"(+/- 901 )",8561,"(+/- 1201 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",9676,"(+/- 1705 )",7120,"(+/- 1455 )",15369,"(+/- 1785 )",6139,"(+/- 1233 )",18997,"(+/- 1947 )",30684,"(+/- 2698 )",15690,"(+/- 2069 )",11646,"(+/- 1645 )",26425,"(+/- 2272 )",26367,"(+/- 2074 )",10982,"(+/- 1139 )",3807,"(+/- 743 )",4685,"(+/- 813 )",19066,"(+/- 1996 )",5360,"(+/- 995 )",6085,"(+/- 1190 )",3403,"(+/- 682 )",6710,"(+/- 1064 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",684,"(+/- 20 )",591,"(+/- 22 )",740,"(+/- 21 )",713,"(+/- 25 )",829,"(+/- 26 )",931,"(+/- 26 )",845,"(+/- 47 )",731,"(+/- 18 )",901,"(+/- 29 )",876,"(+/- 33 )",721,"(+/- 23 )",461,"(+/- 10 )",478,"(+/- 14 )",832,"(+/- 23 )",438,"(+/- 9 )",545,"(+/- 15 )",462,"(+/- 7 )",534,"(+/- 13 )"
Housing,"Gross Rent","Occupied units paying rent",102835,"(+/- 5383 )",101335,"(+/- 5141 )",57682,"(+/- 4529 )",119629,"(+/- 5249 )",133076,"(+/- 5121 )",49551,"(+/- 3661 )",172944,"(+/- 7193 )",80811,"(+/- 4484 )",108771,"(+/- 5168 )",74342,"(+/- 4105 )",69047,"(+/- 3894 )",86124,"(+/- 4439 )",100206,"(+/- 4309 )",45082,"(+/- 4055 )",61334,"(+/- 3346 )",70336,"(+/- 3596 )",88010,"(+/- 3876 )",65230,"(+/- 3514 )"
Housing,"Gross Rent","Less than $500",12847,"(+/- 2090 )",11218,"(+/- 1771 )",1728,"(+/- 752 )",6889,"(+/- 1341 )",6002,"(+/- 1034 )",2818,"(+/- 1036 )",22622,"(+/- 2693 )",2590,"(+/- 753 )",10236,"(+/- 2258 )",5442,"(+/- 1215 )",3733,"(+/- 1043 )",20843,"(+/- 2995 )",13595,"(+/- 1699 )",2187,"(+/- 852 )",14545,"(+/- 1768 )",10226,"(+/- 1291 )",17726,"(+/- 2033 )",9062,"(+/- 1447 )"
Housing,"Gross Rent","$500 to $999",42058,"(+/- 3478 )",44759,"(+/- 3836 )",23846,"(+/- 2809 )",47221,"(+/- 3725 )",23651,"(+/- 2694 )",8574,"(+/- 1816 )",42006,"(+/- 3628 )",14194,"(+/- 2131 )",23212,"(+/- 2653 )",15490,"(+/- 2253 )",16025,"(+/- 1912 )",48256,"(+/- 3925 )",58938,"(+/- 4047 )",13165,"(+/- 2431 )",38405,"(+/- 2807 )",38402,"(+/- 3170 )",56966,"(+/- 3315 )",40482,"(+/- 2732 )"
Housing,"Gross Rent","$1,000 to $1,499",34718,"(+/- 3329 )",31967,"(+/- 3173 )",23235,"(+/- 3309 )",43160,"(+/- 3227 )",46348,"(+/- 3722 )",17964,"(+/- 2350 )",39501,"(+/- 3461 )",40907,"(+/- 3973 )",45034,"(+/- 3498 )",31420,"(+/- 2890 )",28274,"(+/- 3201 )",13984,"(+/- 2078 )",20539,"(+/- 2372 )",16019,"(+/- 2182 )",6550,"(+/- 1263 )",17763,"(+/- 2197 )",10163,"(+/- 1478 )",11595,"(+/- 2013 )"
Housing,"Gross Rent","$1,500 to $1,999",10404,"(+/- 1770 )",10710,"(+/- 1954 )",6229,"(+/- 1567 )",15794,"(+/- 2086 )",30152,"(+/- 2889 )",12085,"(+/- 1542 )",24113,"(+/- 2491 )",17285,"(+/- 2095 )",17378,"(+/- 2124 )",15350,"(+/- 2262 )",15700,"(+/- 2496 )",2495,"(+/- 872 )",4422,"(+/- 1337 )",8849,"(+/- 1773 )",1208,"(+/- 578 )",3131,"(+/- 1022 )",2277,"(+/- 914 )",2244,"(+/- 767 )"
Housing,"Gross Rent","$2,000 to $2,499",1987,"(+/- 642 )",1709,"(+/- 923 )",1928,"(+/- 846 )",4380,"(+/- 812 )",14587,"(+/- 1848 )",5344,"(+/- 1487 )",21924,"(+/- 3459 )",4377,"(+/- 1303 )",8910,"(+/- 1887 )",3764,"(+/- 851 )",3409,"(+/- 1400 )",109,"(+/- 127 )",1483,"(+/- 818 )",2814,"(+/- 1173 )",46,"(+/- 56 )",538,"(+/- 320 )",619,"(+/- 439 )",635,"(+/- 329 )"
Housing,"Gross Rent","$2,500 to $2,999",449,"(+/- 237 )",278,"(+/- 222 )",604,"(+/- 393 )",1578,"(+/- 816 )",7457,"(+/- 1562 )",787,"(+/- 324 )",13720,"(+/- 2453 )",1051,"(+/- 649 )",2659,"(+/- 881 )",1458,"(+/- 756 )",992,"(+/- 592 )",81,"(+/- 118 )",657,"(+/- 388 )",689,"(+/- 417 )",218,"(+/- 282 )",128,"(+/- 136 )",44,"(+/- 70 )",779,"(+/- 486 )"
Housing,"Gross Rent","$3,000 or more",372,"(+/- 209 )",694,"(+/- 464 )",112,"(+/- 133 )",607,"(+/- 308 )",4879,"(+/- 1196 )",1979,"(+/- 931 )",9058,"(+/- 1951 )",407,"(+/- 420 )",1342,"(+/- 595 )",1418,"(+/- 460 )",914,"(+/- 593 )",356,"(+/- 277 )",572,"(+/- 275 )",1359,"(+/- 677 )",362,"(+/- 383 )",148,"(+/- 113 )",215,"(+/- 188 )",433,"(+/- 337 )"
Housing,"Gross Rent","Median (dollars)",970,"(+/- 25 )",957,"(+/- 22 )",1055,"(+/- 34 )",1054,"(+/- 24 )",1396,"(+/- 35 )",1360,"(+/- 58 )",1217,"(+/- 36 )",1271,"(+/- 32 )",1198,"(+/- 30 )",1236,"(+/- 38 )",1224,"(+/- 34 )",736,"(+/- 31 )",811,"(+/- 17 )",1185,"(+/- 46 )",681,"(+/- 18 )",844,"(+/- 30 )",705,"(+/- 16 )",768,"(+/- 21 )"
Housing,"Gross Rent","No rent paid",4654,"(+/- 1208 )",3440,"(+/- 1100 )",2355,"(+/- 755 )",3636,"(+/- 959 )",3112,"(+/- 875 )",2062,"(+/- 775 )",5546,"(+/- 1438 )",1829,"(+/- 768 )",3163,"(+/- 929 )",2269,"(+/- 652 )",1899,"(+/- 760 )",7165,"(+/- 1319 )",5084,"(+/- 1074 )",1729,"(+/- 711 )",5747,"(+/- 887 )",4561,"(+/- 1031 )",5464,"(+/- 1143 )",4079,"(+/- 939 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",271729,"(+/- 7174 )",259880,"(+/- 6135 )",245983,"(+/- 5877 )",227057,"(+/- 5578 )",303552,"(+/- 5913 )",266761,"(+/- 4656 )",306915,"(+/- 8095 )",255684,"(+/- 5493 )",285485,"(+/- 5748 )",253447,"(+/- 4157 )",250397,"(+/- 5561 )",282834,"(+/- 3903 )",283501,"(+/- 5839 )",256715,"(+/- 5018 )",277166,"(+/- 3830 )",278976,"(+/- 3496 )",279176,"(+/- 4842 )",280748,"(+/- 4508 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",28793,"(+/- 3240 )",25038,"(+/- 3546 )",9971,"(+/- 1903 )",12278,"(+/- 1984 )",11547,"(+/- 1681 )",6257,"(+/- 1352 )",31832,"(+/- 3792 )",9533,"(+/- 2034 )",15237,"(+/- 2177 )",10119,"(+/- 1536 )",8398,"(+/- 1816 )",20988,"(+/- 2348 )",26776,"(+/- 2835 )",5437,"(+/- 1401 )",16505,"(+/- 1941 )",14420,"(+/- 1895 )",21181,"(+/- 2456 )",15205,"(+/- 2020 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",15326,"(+/- 2468 )",12081,"(+/- 2255 )",7130,"(+/- 1461 )",7272,"(+/- 1630 )",8092,"(+/- 1536 )",5531,"(+/- 1233 )",18918,"(+/- 2607 )",4933,"(+/- 1339 )",9448,"(+/- 1789 )",6773,"(+/- 1411 )",5182,"(+/- 1136 )",13728,"(+/- 2152 )",12472,"(+/- 1789 )",4395,"(+/- 1242 )",11839,"(+/- 1336 )",10211,"(+/- 1905 )",15637,"(+/- 2033 )",9262,"(+/- 1166 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",23735,"(+/- 2883 )",28593,"(+/- 3090 )",18009,"(+/- 2493 )",24810,"(+/- 2663 )",16858,"(+/- 2133 )",10140,"(+/- 1716 )",25053,"(+/- 3227 )",14544,"(+/- 2181 )",17797,"(+/- 2204 )",16354,"(+/- 2407 )",16068,"(+/- 2221 )",31257,"(+/- 3131 )",29009,"(+/- 2888 )",11740,"(+/- 2487 )",27690,"(+/- 1950 )",23579,"(+/- 2378 )",34058,"(+/- 2733 )",20841,"(+/- 1981 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",22469,"(+/- 2894 )",24853,"(+/- 2557 )",19062,"(+/- 2245 )",24412,"(+/- 2743 )",18203,"(+/- 2267 )",11424,"(+/- 1582 )",27007,"(+/- 3621 )",17767,"(+/- 2431 )",20575,"(+/- 2562 )",14281,"(+/- 2372 )",14915,"(+/- 2060 )",28453,"(+/- 3025 )",25691,"(+/- 2760 )",12852,"(+/- 2440 )",28687,"(+/- 2437 )",25974,"(+/- 2604 )",27474,"(+/- 2344 )",23231,"(+/- 2337 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",29748,"(+/- 2754 )",35682,"(+/- 3218 )",28014,"(+/- 2627 )",26955,"(+/- 2971 )",24604,"(+/- 2615 )",20883,"(+/- 2724 )",28654,"(+/- 3109 )",28822,"(+/- 2934 )",27451,"(+/- 3078 )",27595,"(+/- 2989 )",28855,"(+/- 3136 )",39721,"(+/- 2580 )",36751,"(+/- 3473 )",20760,"(+/- 2590 )",39678,"(+/- 2545 )",34188,"(+/- 2864 )",40114,"(+/- 2664 )",35563,"(+/- 2836 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",42702,"(+/- 3699 )",43454,"(+/- 3985 )",40032,"(+/- 2888 )",41561,"(+/- 3255 )",41437,"(+/- 3561 )",37204,"(+/- 3038 )",37384,"(+/- 3385 )",46340,"(+/- 3141 )",46425,"(+/- 3718 )",39348,"(+/- 3647 )",41405,"(+/- 3451 )",49821,"(+/- 3553 )",50990,"(+/- 3674 )",37587,"(+/- 2869 )",51986,"(+/- 2914 )",52616,"(+/- 3252 )",53128,"(+/- 3303 )",50600,"(+/- 2809 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",32855,"(+/- 2935 )",32067,"(+/- 3614 )",33538,"(+/- 3099 )",28235,"(+/- 2980 )",38474,"(+/- 3002 )",32889,"(+/- 2884 )",30610,"(+/- 3062 )",41368,"(+/- 2980 )",32132,"(+/- 2923 )",29876,"(+/- 2594 )",36189,"(+/- 2895 )",36081,"(+/- 3018 )",33646,"(+/- 2748 )",35566,"(+/- 3228 )",35861,"(+/- 2598 )",39762,"(+/- 2833 )",34018,"(+/- 2386 )",39711,"(+/- 2287 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",44981,"(+/- 3075 )",38569,"(+/- 3085 )",47219,"(+/- 3525 )",32115,"(+/- 2755 )",56807,"(+/- 3776 )",58141,"(+/- 3318 )",39682,"(+/- 3413 )",51806,"(+/- 3632 )",49437,"(+/- 3306 )",43215,"(+/- 2738 )",49578,"(+/- 2799 )",36217,"(+/- 2612 )",40358,"(+/- 2829 )",58512,"(+/- 3730 )",40744,"(+/- 2537 )",47210,"(+/- 3060 )",36956,"(+/- 2439 )",49568,"(+/- 2914 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",16923,"(+/- 2506 )",12336,"(+/- 2109 )",22013,"(+/- 2281 )",15309,"(+/- 2069 )",34296,"(+/- 2673 )",32923,"(+/- 1932 )",26422,"(+/- 2979 )",22775,"(+/- 2294 )",24420,"(+/- 2125 )",24945,"(+/- 2835 )",25128,"(+/- 2824 )",15629,"(+/- 1991 )",14215,"(+/- 1615 )",32207,"(+/- 3213 )",12815,"(+/- 1607 )",18195,"(+/- 1993 )",9954,"(+/- 1390 )",19188,"(+/- 1843 )"
