cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",9110,"(+/- 1682 )",8694,"(+/- 1123 )",2363,"(+/- 703 )",2983,"(+/- 735 )",3911,"(+/- 1017 )",1604,"(+/- 635 )",2604,"(+/- 761 )",2233,"(+/- 646 )",2122,"(+/- 575 )",2989,"(+/- 800 )",4504,"(+/- 737 )",14724,"(+/- 1704 )",689,"(+/- 350 )",8023,"(+/- 1109 )",7802,"(+/- 1461 )",4148,"(+/- 1060 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1456,"(+/- 37 )",1308,"(+/- 32 )",1264,"(+/- 31 )",1111,"(+/- 20 )",1211,"(+/- 22 )",1046,"(+/- 29 )",1153,"(+/- 24 )",1237,"(+/- 25 )",1119,"(+/- 23 )",1213,"(+/- 21 )",1185,"(+/- 21 )",1699,"(+/- 36 )",983,"(+/- 15 )",1399,"(+/- 21 )",1446,"(+/- 36 )",1338,"(+/- 26 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",58014,"(+/- 3152 )",76115,"(+/- 3536 )",43021,"(+/- 2859 )",83104,"(+/- 3551 )",77418,"(+/- 2739 )",100395,"(+/- 4109 )",80279,"(+/- 4193 )",69189,"(+/- 3385 )",70668,"(+/- 3377 )",73185,"(+/- 2749 )",62626,"(+/- 3404 )",71278,"(+/- 3591 )",84439,"(+/- 3689 )",81128,"(+/- 3540 )",69939,"(+/- 3179 )",82735,"(+/- 3010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2296,"(+/- 793 )",7662,"(+/- 1415 )",2511,"(+/- 713 )",7438,"(+/- 1387 )",7252,"(+/- 1166 )",17490,"(+/- 1908 )",8285,"(+/- 1272 )",5018,"(+/- 933 )",6840,"(+/- 1070 )",5474,"(+/- 984 )",8588,"(+/- 1246 )",3982,"(+/- 933 )",11079,"(+/- 1524 )",4332,"(+/- 926 )",6373,"(+/- 1100 )",3831,"(+/- 821 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",12323,"(+/- 1667 )",18312,"(+/- 2087 )",11915,"(+/- 1379 )",25789,"(+/- 2065 )",20744,"(+/- 1698 )",34959,"(+/- 2781 )",23445,"(+/- 2324 )",18614,"(+/- 1828 )",18727,"(+/- 1617 )",18462,"(+/- 1794 )",15678,"(+/- 1874 )",12103,"(+/- 1599 )",29275,"(+/- 2436 )",14380,"(+/- 1892 )",14629,"(+/- 1746 )",14443,"(+/- 1483 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",20828,"(+/- 2133 )",22199,"(+/- 2414 )",16096,"(+/- 1862 )",32118,"(+/- 2399 )",29016,"(+/- 1931 )",32782,"(+/- 2444 )",30844,"(+/- 2447 )",26534,"(+/- 2226 )",27295,"(+/- 2219 )",25538,"(+/- 2017 )",18476,"(+/- 1965 )",18051,"(+/- 2019 )",29098,"(+/- 2432 )",26276,"(+/- 2357 )",21603,"(+/- 2166 )",32081,"(+/- 2202 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",10166,"(+/- 1482 )",13748,"(+/- 1638 )",7145,"(+/- 1324 )",10683,"(+/- 1329 )",12354,"(+/- 1377 )",10342,"(+/- 1517 )",11569,"(+/- 1595 )",12376,"(+/- 1742 )",10841,"(+/- 1636 )",12450,"(+/- 1479 )",9831,"(+/- 1483 )",16804,"(+/- 2220 )",10437,"(+/- 1498 )",18251,"(+/- 1882 )",14277,"(+/- 1837 )",19439,"(+/- 1953 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6345,"(+/- 1046 )",5803,"(+/- 1213 )",3281,"(+/- 854 )",4206,"(+/- 797 )",5226,"(+/- 922 )",2880,"(+/- 792 )",4089,"(+/- 968 )",3958,"(+/- 968 )",3696,"(+/- 846 )",6163,"(+/- 1144 )",3916,"(+/- 734 )",10319,"(+/- 1727 )",2619,"(+/- 677 )",9343,"(+/- 1332 )",7502,"(+/- 1308 )",7866,"(+/- 1139 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",6056,"(+/- 1071 )",8391,"(+/- 1348 )",2073,"(+/- 585 )",2870,"(+/- 898 )",2826,"(+/- 642 )",1942,"(+/- 746 )",2047,"(+/- 723 )",2689,"(+/- 713 )",3269,"(+/- 739 )",5098,"(+/- 1013 )",6137,"(+/- 928 )",10019,"(+/- 1623 )",1931,"(+/- 544 )",8546,"(+/- 1084 )",5555,"(+/- 956 )",5075,"(+/- 921 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",533,"(+/- 18 )",511,"(+/- 17 )",490,"(+/- 19 )",447,"(+/- 11 )",465,"(+/- 9 )",390,"(+/- 11 )",445,"(+/- 9 )",470,"(+/- 10 )",463,"(+/- 10 )",491,"(+/- 14 )",467,"(+/- 15 )",617,"(+/- 23 )",411,"(+/- 12 )",558,"(+/- 21 )",519,"(+/- 24 )",542,"(+/- 12 )"
Housing,"Gross Rent","Occupied units paying rent",111382,"(+/- 5280 )",89788,"(+/- 3752 )",169357,"(+/- 5544 )",73549,"(+/- 3607 )",74345,"(+/- 3486 )",55398,"(+/- 3239 )",69305,"(+/- 4176 )",80744,"(+/- 3259 )",119599,"(+/- 4626 )",109573,"(+/- 3889 )",151606,"(+/- 5671 )",84612,"(+/- 4667 )",105025,"(+/- 4294 )",64983,"(+/- 3993 )",89331,"(+/- 4455 )",75349,"(+/- 3993 )"
Housing,"Gross Rent","Less than $500",15449,"(+/- 2259 )",12964,"(+/- 1835 )",11255,"(+/- 1966 )",11833,"(+/- 1307 )",8523,"(+/- 1405 )",14100,"(+/- 2088 )",13686,"(+/- 2158 )",8999,"(+/- 1284 )",18491,"(+/- 2055 )",12846,"(+/- 1771 )",26155,"(+/- 2732 )",7716,"(+/- 1545 )",15518,"(+/- 2001 )",7181,"(+/- 1673 )",9740,"(+/- 1384 )",4043,"(+/- 965 )"
Housing,"Gross Rent","$500 to $999",59925,"(+/- 4267 )",51743,"(+/- 3286 )",88583,"(+/- 4879 )",49711,"(+/- 3136 )",49036,"(+/- 3274 )",33730,"(+/- 2623 )",45858,"(+/- 3115 )",49712,"(+/- 3141 )",73658,"(+/- 4218 )",67581,"(+/- 3781 )",88230,"(+/- 5623 )",39029,"(+/- 3216 )",71029,"(+/- 3899 )",34263,"(+/- 3048 )",39845,"(+/- 3296 )",45520,"(+/- 3581 )"
Housing,"Gross Rent","$1,000 to $1,499",25661,"(+/- 2605 )",17407,"(+/- 1793 )",55977,"(+/- 4735 )",10100,"(+/- 1764 )",13045,"(+/- 1701 )",6725,"(+/- 1242 )",8132,"(+/- 1484 )",17508,"(+/- 2328 )",24381,"(+/- 2713 )",25286,"(+/- 2523 )",28635,"(+/- 2573 )",27376,"(+/- 3102 )",15903,"(+/- 2063 )",18407,"(+/- 2645 )",27868,"(+/- 2698 )",20991,"(+/- 2593 )"
Housing,"Gross Rent","$1,500 to $1,999",6917,"(+/- 1150 )",5578,"(+/- 1261 )",9220,"(+/- 1871 )",953,"(+/- 554 )",2734,"(+/- 874 )",336,"(+/- 197 )",991,"(+/- 465 )",2833,"(+/- 798 )",2538,"(+/- 718 )",2618,"(+/- 671 )",5841,"(+/- 1180 )",7716,"(+/- 1698 )",1567,"(+/- 808 )",3274,"(+/- 859 )",9174,"(+/- 1908 )",2654,"(+/- 788 )"
Housing,"Gross Rent","$2,000 to $2,499",2300,"(+/- 819 )",1508,"(+/- 597 )",3085,"(+/- 1158 )",249,"(+/- 165 )",455,"(+/- 362 )",206,"(+/- 179 )",93,"(+/- 110 )",926,"(+/- 591 )",501,"(+/- 368 )",704,"(+/- 475 )",2253,"(+/- 694 )",1346,"(+/- 536 )",657,"(+/- 438 )",586,"(+/- 263 )",1482,"(+/- 598 )",860,"(+/- 486 )"
Housing,"Gross Rent","$2,500 to $2,999",586,"(+/- 291 )",266,"(+/- 268 )",318,"(+/- 302 )",439,"(+/- 431 )",103,"(+/- 127 )",269,"(+/- 243 )",303,"(+/- 304 )",231,"(+/- 207 )",0,"(+/- 198 )",260,"(+/- 205 )",371,"(+/- 300 )",647,"(+/- 538 )",0,"(+/- 198 )",595,"(+/- 452 )",492,"(+/- 257 )",189,"(+/- 145 )"
Housing,"Gross Rent","$3,000 or more",544,"(+/- 408 )",322,"(+/- 191 )",919,"(+/- 730 )",264,"(+/- 145 )",449,"(+/- 332 )",32,"(+/- 58 )",242,"(+/- 220 )",535,"(+/- 359 )",30,"(+/- 49 )",278,"(+/- 180 )",121,"(+/- 146 )",782,"(+/- 551 )",351,"(+/- 445 )",677,"(+/- 389 )",730,"(+/- 570 )",1092,"(+/- 643 )"
Housing,"Gross Rent","Median (dollars)",837,"(+/- 20 )",799,"(+/- 24 )",930,"(+/- 19 )",729,"(+/- 19 )",748,"(+/- 23 )",662,"(+/- 22 )",706,"(+/- 19 )",829,"(+/- 18 )",761,"(+/- 17 )",810,"(+/- 18 )",768,"(+/- 12 )",946,"(+/- 30 )",747,"(+/- 17 )",874,"(+/- 28 )",949,"(+/- 23 )",876,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",5357,"(+/- 1417 )",7059,"(+/- 1484 )",2644,"(+/- 861 )",4330,"(+/- 863 )",5237,"(+/- 1082 )",11204,"(+/- 1526 )",6218,"(+/- 1433 )",3686,"(+/- 894 )",4989,"(+/- 1097 )",3455,"(+/- 963 )",5857,"(+/- 1268 )",3053,"(+/- 889 )",5581,"(+/- 1373 )",3979,"(+/- 907 )",4977,"(+/- 1214 )",5035,"(+/- 1254 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",300336,"(+/- 4360 )",301403,"(+/- 4148 )",318400,"(+/- 4764 )",286055,"(+/- 3946 )",293869,"(+/- 3448 )",275138,"(+/- 3693 )",284461,"(+/- 4346 )",280620,"(+/- 2868 )",297555,"(+/- 4769 )",300821,"(+/- 2901 )",307046,"(+/- 5552 )",301083,"(+/- 5731 )",301973,"(+/- 4647 )",289183,"(+/- 4607 )",293600,"(+/- 5038 )",298797,"(+/- 4297 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",20963,"(+/- 2600 )",19057,"(+/- 2429 )",22036,"(+/- 2492 )",13680,"(+/- 1660 )",12855,"(+/- 1669 )",18864,"(+/- 2177 )",14994,"(+/- 2115 )",16378,"(+/- 2073 )",29964,"(+/- 2771 )",20140,"(+/- 2580 )",39051,"(+/- 3415 )",11607,"(+/- 1802 )",24169,"(+/- 2536 )",10350,"(+/- 1568 )",14238,"(+/- 1973 )",10684,"(+/- 1540 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",11762,"(+/- 1960 )",11592,"(+/- 1875 )",14368,"(+/- 2506 )",12126,"(+/- 1810 )",9191,"(+/- 1479 )",14109,"(+/- 1784 )",11295,"(+/- 1508 )",10385,"(+/- 1630 )",18125,"(+/- 2298 )",11407,"(+/- 2036 )",22722,"(+/- 2794 )",7615,"(+/- 1445 )",18506,"(+/- 2509 )",9253,"(+/- 1326 )",10969,"(+/- 1581 )",9187,"(+/- 1662 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",26187,"(+/- 2717 )",30953,"(+/- 2983 )",36600,"(+/- 3556 )",24233,"(+/- 2118 )",26263,"(+/- 2479 )",27275,"(+/- 2520 )",28236,"(+/- 2597 )",24305,"(+/- 2423 )",35077,"(+/- 3091 )",30413,"(+/- 3094 )",36888,"(+/- 3435 )",22500,"(+/- 2246 )",35351,"(+/- 2735 )",22996,"(+/- 2372 )",21470,"(+/- 2757 )",19566,"(+/- 2028 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",22565,"(+/- 2493 )",27322,"(+/- 2413 )",33214,"(+/- 3070 )",27735,"(+/- 2752 )",26613,"(+/- 2330 )",30758,"(+/- 2836 )",29051,"(+/- 2531 )",25237,"(+/- 2556 )",35619,"(+/- 3230 )",31571,"(+/- 2717 )",33682,"(+/- 3257 )",23132,"(+/- 2737 )",36384,"(+/- 3078 )",26608,"(+/- 2788 )",22569,"(+/- 2321 )",25785,"(+/- 2780 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",34334,"(+/- 3557 )",35043,"(+/- 3012 )",46315,"(+/- 4270 )",39732,"(+/- 2547 )",39142,"(+/- 2988 )",39750,"(+/- 2609 )",39203,"(+/- 3076 )",34737,"(+/- 2520 )",42984,"(+/- 3400 )",40531,"(+/- 3344 )",39790,"(+/- 3257 )",29547,"(+/- 2990 )",46904,"(+/- 3650 )",34148,"(+/- 2800 )",31852,"(+/- 2914 )",38426,"(+/- 3305 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",53133,"(+/- 3907 )",50171,"(+/- 3357 )",64318,"(+/- 4344 )",61529,"(+/- 3767 )",57845,"(+/- 3166 )",55014,"(+/- 3050 )",56226,"(+/- 3644 )",52325,"(+/- 3676 )",51834,"(+/- 2998 )",53895,"(+/- 3413 )",51407,"(+/- 3515 )",53621,"(+/- 3972 )",56703,"(+/- 3611 )",54938,"(+/- 2943 )",56550,"(+/- 2993 )",59958,"(+/- 3507 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",34998,"(+/- 3714 )",36795,"(+/- 2666 )",38488,"(+/- 3864 )",42755,"(+/- 2970 )",42035,"(+/- 3156 )",34335,"(+/- 2643 )",42269,"(+/- 3458 )",41579,"(+/- 3060 )",34641,"(+/- 2797 )",41089,"(+/- 2665 )",30134,"(+/- 2933 )",40380,"(+/- 3606 )",35101,"(+/- 2597 )",38942,"(+/- 2764 )",38238,"(+/- 3140 )",41784,"(+/- 2704 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",46961,"(+/- 3211 )",47091,"(+/- 3532 )",40936,"(+/- 3829 )",41535,"(+/- 2774 )",45884,"(+/- 2867 )",36344,"(+/- 3116 )",41405,"(+/- 2942 )",42113,"(+/- 2573 )",30418,"(+/- 2743 )",42778,"(+/- 3006 )",30026,"(+/- 2434 )",53661,"(+/- 3932 )",31096,"(+/- 2360 )",47156,"(+/- 3002 )",52791,"(+/- 3688 )",52770,"(+/- 3055 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",23122,"(+/- 2138 )",19869,"(+/- 1884 )",12359,"(+/- 2521 )",13150,"(+/- 1899 )",19196,"(+/- 2026 )",10964,"(+/- 1610 )",12669,"(+/- 1576 )",20139,"(+/- 2102 )",10165,"(+/- 1349 )",15068,"(+/- 1889 )",10305,"(+/- 1177 )",27024,"(+/- 2088 )",10028,"(+/- 1515 )",21481,"(+/- 1595 )",23663,"(+/- 2465 )",19971,"(+/- 1840 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",26311,"(+/- 2182 )",23510,"(+/- 2211 )",9766,"(+/- 1538 )",9580,"(+/- 1149 )",14845,"(+/- 1617 )",7725,"(+/- 1165 )",9113,"(+/- 1339 )",13422,"(+/- 1643 )",8728,"(+/- 1212 )",13929,"(+/- 1667 )",13041,"(+/- 1561 )",31996,"(+/- 2486 )",7731,"(+/- 1282 )",23311,"(+/- 1879 )",21260,"(+/- 2211 )",20666,"(+/- 1872 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",63648,"(+/- 2825 )",61220,"(+/- 2072 )",51435,"(+/- 1181 )",60212,"(+/- 1537 )",63702,"(+/- 1547 )",52442,"(+/- 1577 )",57897,"(+/- 1938 )",62845,"(+/- 1916 )",45076,"(+/- 1411 )",56595,"(+/- 1677 )",42207,"(+/- 1388 )",76631,"(+/- 2794 )",46582,"(+/- 1211 )",67698,"(+/- 1980 )",69844,"(+/- 1777 )",68534,"(+/- 1461 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",93109,"(+/- 3156 )",88064,"(+/- 2709 )",68130,"(+/- 2143 )",73903,"(+/- 1937 )",82189,"(+/- 2361 )",67254,"(+/- 1860 )",72075,"(+/- 1971 )",81033,"(+/- 2357 )",62715,"(+/- 2206 )",76185,"(+/- 2351 )",65327,"(+/- 2733 )",102735,"(+/- 2712 )",62113,"(+/- 1710 )",95218,"(+/- 2821 )",92655,"(+/- 2555 )",89627,"(+/- 2186 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",736815,"(+/- 8280 )",722577,"(+/- 9147 )",809219,"(+/- 9720 )",692253,"(+/- 5757 )",713309,"(+/- 6577 )",681814,"(+/- 6381 )",718747,"(+/- 9165 )",725807,"(+/- 2190 )",690974,"(+/- 11021 )",710856,"(+/- 2129 )",673653,"(+/- 10773 )",777456,"(+/- 10929 )",694114,"(+/- 9587 )",705830,"(+/- 8545 )",748465,"(+/- 10465 )",713062,"(+/- 10420 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",693191,"(+/- 8549 )",679483,"(+/- 9604 )",727956,"(+/- 12380 )",657335,"(+/- 6609 )",680959,"(+/- 6934 )",638116,"(+/- 7321 )",648229,"(+/- 9992 )",679733,"(+/- 5246 )",639709,"(+/- 11079 )",661098,"(+/- 5398 )",636238,"(+/- 10487 )",734321,"(+/- 12294 )",643785,"(+/- 10998 )",659224,"(+/- 9307 )",709272,"(+/- 11411 )",668540,"(+/- 10972 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",538915,"(+/- 11813 )",502654,"(+/- 12018 )",491820,"(+/- 16229 )",507521,"(+/- 9995 )",554866,"(+/- 9087 )",447100,"(+/- 10780 )",493985,"(+/- 11561 )",504335,"(+/- 11788 )",412135,"(+/- 10785 )",464543,"(+/- 9142 )",378430,"(+/- 9456 )",595203,"(+/- 14974 )",427473,"(+/- 11153 )",515883,"(+/- 11060 )",558674,"(+/- 12891 )",545737,"(+/- 12616 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",225299,"(+/- 8864 )",268830,"(+/- 9655 )",298047,"(+/- 13545 )",254270,"(+/- 7604 )",233558,"(+/- 7409 )",289241,"(+/- 9258 )",254069,"(+/- 8035 )",268841,"(+/- 10329 )",317100,"(+/- 12109 )",287501,"(+/- 9355 )",334620,"(+/- 11268 )",230254,"(+/- 8566 )",311281,"(+/- 10904 )",243035,"(+/- 10104 )",242170,"(+/- 8811 )",225213,"(+/- 7793 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",43624,"(+/- 4514 )",43094,"(+/- 4668 )",81263,"(+/- 7148 )",34918,"(+/- 4448 )",32350,"(+/- 3581 )",43698,"(+/- 4927 )",70518,"(+/- 8404 )",46074,"(+/- 4795 )",51265,"(+/- 5400 )",49758,"(+/- 5179 )",37415,"(+/- 3845 )",43135,"(+/- 5355 )",50329,"(+/- 5789 )",46606,"(+/- 5905 )",39193,"(+/- 4331 )",44522,"(+/- 5699 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",187932,"(+/- 4745 )",173205,"(+/- 5180 )",214273,"(+/- 5724 )",164524,"(+/- 3721 )",170057,"(+/- 4007 )",155521,"(+/- 3657 )",179914,"(+/- 6390 )",182413,"(+/- 1955 )",168193,"(+/- 7166 )",167801,"(+/- 1988 )",150211,"(+/- 6240 )",190038,"(+/- 4728 )",141810,"(+/- 4855 )",159060,"(+/- 4579 )",172716,"(+/- 4969 )",158382,"(+/- 5551 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",7938,"(+/- 2181 )",6210,"(+/- 1485 )",11925,"(+/- 3001 )",4327,"(+/- 1596 )",4783,"(+/- 1417 )",6790,"(+/- 2124 )",23083,"(+/- 4859 )",6653,"(+/- 1862 )",7829,"(+/- 2442 )",8475,"(+/- 2424 )",4137,"(+/- 1488 )",7386,"(+/- 2089 )",3312,"(+/- 1262 )",11516,"(+/- 3284 )",5554,"(+/- 1457 )",11111,"(+/- 2605 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.9,"(+/- 1.1 )",9.9,"(+/- 1.2 )",14.9,"(+/- 1.4 )",8.7,"(+/- 1.1 )",5.5,"(+/- 0.9 )",9.7,"(+/- 1.1 )",7.6,"(+/- 1.2 )",8.2,"(+/- 0.9 )",14.9,"(+/- 1.6 )",10.1,"(+/- 1.2 )",16.7,"(+/- 1.6 )",5.9,"(+/- 1.1 )",12.8,"(+/- 1.3 )",6.4,"(+/- 1.1 )",7.0,"(+/- 1.1 )",4.0,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.0,"(+/- 2.1 )",17.4,"(+/- 2.4 )",21.6,"(+/- 2.4 )",15.1,"(+/- 2.2 )",9.8,"(+/- 1.8 )",16.4,"(+/- 2.1 )",13.6,"(+/- 2.4 )",12.6,"(+/- 1.9 )",26.5,"(+/- 3.0 )",18.1,"(+/- 2.6 )",28.4,"(+/- 3.3 )",9.6,"(+/- 1.9 )",21.6,"(+/- 2.6 )",11.4,"(+/- 2.4 )",11.4,"(+/- 2.2 )",7.6,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.0,"(+/- 5.8 )",18.4,"(+/- 6.2 )",18.3,"(+/- 5.6 )",20.1,"(+/- 5.7 )",12.6,"(+/- 7.2 )",20.9,"(+/- 6.5 )",14.1,"(+/- 5.3 )",11.2,"(+/- 4.9 )",23.6,"(+/- 6.5 )",22.0,"(+/- 6.7 )",28.8,"(+/- 7.1 )",9.1,"(+/- 4.7 )",16.0,"(+/- 5.3 )",12.5,"(+/- 6.9 )",10.1,"(+/- 3.9 )",8.3,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",1.7,"(+/- 0.6 )",3.5,"(+/- 0.8 )",5.3,"(+/- 1.4 )",3.7,"(+/- 0.7 )",2.3,"(+/- 0.5 )",4.3,"(+/- 0.8 )",2.7,"(+/- 0.6 )",3.3,"(+/- 0.7 )",5.9,"(+/- 1.2 )",3.2,"(+/- 0.8 )",5.9,"(+/- 1.4 )",2.2,"(+/- 0.7 )",5.3,"(+/- 1.2 )",2.9,"(+/- 0.7 )",4.0,"(+/- 1.0 )",2.0,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",1.9,"(+/- 1.0 )",5.4,"(+/- 1.7 )",7.9,"(+/- 2.3 )",4.8,"(+/- 1.5 )",3.1,"(+/- 1.1 )",5.8,"(+/- 1.8 )",3.3,"(+/- 1.2 )",4.3,"(+/- 1.4 )",10.8,"(+/- 3.0 )",4.3,"(+/- 1.7 )",7.8,"(+/- 3.0 )",2.7,"(+/- 1.0 )",8.8,"(+/- 2.6 )",3.9,"(+/- 1.5 )",5.3,"(+/- 1.9 )",3.4,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.4,"(+/- 3.3 )",3.2,"(+/- 2.4 )",4.5,"(+/- 5.1 )",3.7,"(+/- 2.8 )",0.8,"(+/- 1.2 )",11.2,"(+/- 8.2 )",3.3,"(+/- 3.7 )",1.8,"(+/- 1.9 )",7.0,"(+/- 4.9 )",2.8,"(+/- 2.4 )",11.4,"(+/- 9.1 )",2.0,"(+/- 1.7 )",9.1,"(+/- 5.6 )",0.9,"(+/- 1.1 )",3.6,"(+/- 2.4 )",1.4,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",26.4,"(+/- 4.1 )",31.5,"(+/- 4.6 )",33.9,"(+/- 3.9 )",28.8,"(+/- 4.0 )",20.7,"(+/- 4.7 )",31.7,"(+/- 4.5 )",30.8,"(+/- 5.7 )",31.0,"(+/- 4.1 )",32.9,"(+/- 3.8 )",28.6,"(+/- 4.0 )",30.5,"(+/- 3.4 )",25.7,"(+/- 5.0 )",31.0,"(+/- 3.9 )",21.3,"(+/- 4.9 )",21.3,"(+/- 4.1 )",14.4,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.2,"(+/- 5.4 )",43.4,"(+/- 6.6 )",41.0,"(+/- 5.4 )",37.5,"(+/- 5.2 )",30.8,"(+/- 6.7 )",43.3,"(+/- 6.2 )",43.4,"(+/- 8.1 )",39.2,"(+/- 5.8 )",42.9,"(+/- 5.0 )",38.9,"(+/- 5.7 )",42.2,"(+/- 4.7 )",36.3,"(+/- 7.1 )",39.0,"(+/- 5.5 )",33.2,"(+/- 7.6 )",31.3,"(+/- 5.6 )",20.6,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",75.7,"(+/- 12.7 )",56.6,"(+/- 15.4 )",40.2,"(+/- 12.8 )",61.8,"(+/- 14.0 )",47.7,"(+/- 20.2 )",50.2,"(+/- 14.6 )",40.7,"(+/- 18.9 )",38.6,"(+/- 14.4 )",46.4,"(+/- 14.5 )",50.4,"(+/- 13.1 )",46.7,"(+/- 11.5 )",40.9,"(+/- 18.9 )",31.5,"(+/- 12.0 )",51.4,"(+/- 20.5 )",37.6,"(+/- 14.0 )",25.6,"(+/- 12.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",12.4,"(+/- 1.0 )",12.8,"(+/- 1.1 )",17.8,"(+/- 1.3 )",11.5,"(+/- 1.0 )",9.0,"(+/- 0.8 )",13.4,"(+/- 1.1 )",10.9,"(+/- 1.0 )",11.9,"(+/- 1.0 )",20.0,"(+/- 1.4 )",14.4,"(+/- 1.2 )",22.7,"(+/- 1.6 )",9.2,"(+/- 1.1 )",17.6,"(+/- 1.2 )",8.9,"(+/- 1.1 )",10.6,"(+/- 0.9 )",6.8,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",15.9,"(+/- 2.5 )",19.2,"(+/- 2.8 )",24.9,"(+/- 3.2 )",16.8,"(+/- 2.1 )",11.1,"(+/- 1.9 )",19.2,"(+/- 2.7 )",16.2,"(+/- 2.6 )",15.6,"(+/- 2.5 )",30.1,"(+/- 3.2 )",21.6,"(+/- 3.5 )",33.0,"(+/- 3.9 )",11.5,"(+/- 2.5 )",27.3,"(+/- 3.3 )",12.0,"(+/- 2.8 )",13.6,"(+/- 2.5 )",9.1,"(+/- 1.7 )"
