cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",45.0,"(+/- 5.7 )",30.2,"(+/- 7.5 )",19.1,"(+/- 5.0 )",39.7,"(+/- 5.1 )",32.3,"(+/- 5.8 )",27.1,"(+/- 6.2 )",22.5,"(+/- 7.5 )",38.2,"(+/- 9.2 )",45.1,"(+/- 7.5 )",33.7,"(+/- 9.6 )",29.3,"(+/- 6.6 )",23.2,"(+/- 5.7 )",33.7,"(+/- 6.1 )",42.7,"(+/- 6.7 )",51.1,"(+/- 6.4 )",41.4,"(+/- 6.5 )",45.4,"(+/- 6.3 )",42.8,"(+/- 6.8 )",40.6,"(+/- 6.2 )",33.3,"(+/- 6.4 )",32.3,"(+/- 9.0 )",12.0,"(+/- 4.6 )",46.9,"(+/- 5.9 )",21.2,"(+/- 6.2 )",27.5,"(+/- 6.1 )",18.2,"(+/- 6.5 )",45.4,"(+/- 6.3 )",43.3,"(+/- 5.7 )",46.7,"(+/- 6.4 )",38.7,"(+/- 6.1 )",27.8,"(+/- 6.9 )",27.1,"(+/- 7.0 )",45.2,"(+/- 6.1 )",52.4,"(+/- 5.3 )",38.7,"(+/- 5.3 )",41.7,"(+/- 5.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",45.9,"(+/- 21.4 )",30.1,"(+/- 19.3 )",41.2,"(+/- 17.2 )",59.2,"(+/- 15.6 )",32.6,"(+/- 15.3 )",51.6,"(+/- 19.3 )",7.6,"(+/- 10.0 )",16.6,"(+/- 13.0 )",41.3,"(+/- 16.5 )",45.3,"(+/- 19.1 )",43.0,"(+/- 18.4 )",47.8,"(+/- 16.9 )",34.3,"(+/- 12.9 )",45.9,"(+/- 14.1 )",25.9,"(+/- 15.3 )",52.4,"(+/- 16.0 )",67.5,"(+/- 16.1 )",28.3,"(+/- 13.1 )",56.4,"(+/- 15.9 )",26.2,"(+/- 15.6 )",49.5,"(+/- 22.8 )",12.5,"(+/- 17.1 )",34.9,"(+/- 13.3 )",22.5,"(+/- 19.1 )",33.7,"(+/- 16.8 )",25.2,"(+/- 19.4 )",52.4,"(+/- 14.4 )",39.3,"(+/- 15.4 )",53.0,"(+/- 15.1 )",32.1,"(+/- 17.8 )",23.7,"(+/- 16.8 )",23.2,"(+/- 17.0 )",42.8,"(+/- 15.6 )",51.0,"(+/- 17.5 )",33.7,"(+/- 14.0 )",42.6,"(+/- 15.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.7,"(+/- 1.7 )",10.1,"(+/- 1.4 )",6.2,"(+/- 0.9 )",13.3,"(+/- 1.1 )",13.0,"(+/- 1.4 )",8.7,"(+/- 1.1 )",10.3,"(+/- 1.5 )",10.1,"(+/- 1.3 )",20.6,"(+/- 2.1 )",8.1,"(+/- 1.2 )",11.6,"(+/- 1.3 )",8.3,"(+/- 0.9 )",13.2,"(+/- 1.1 )",12.4,"(+/- 1.2 )",22.3,"(+/- 2.2 )",18.9,"(+/- 1.7 )",16.9,"(+/- 1.2 )",19.8,"(+/- 1.9 )",15.6,"(+/- 1.3 )",16.3,"(+/- 1.6 )",9.6,"(+/- 1.2 )",5.6,"(+/- 1.0 )",15.5,"(+/- 1.4 )",7.4,"(+/- 0.9 )",9.7,"(+/- 1.2 )",6.1,"(+/- 0.9 )",16.8,"(+/- 1.6 )",21.4,"(+/- 1.9 )",22.2,"(+/- 2.3 )",18.7,"(+/- 2.0 )",8.4,"(+/- 1.2 )",9.9,"(+/- 1.4 )",20.1,"(+/- 1.8 )",24.7,"(+/- 2.0 )",18.4,"(+/- 1.6 )",13.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",23.2,"(+/- 3.6 )",13.4,"(+/- 3.1 )",6.7,"(+/- 1.6 )",18.1,"(+/- 2.6 )",18.6,"(+/- 3.1 )",12.1,"(+/- 2.5 )",14.0,"(+/- 3.6 )",14.3,"(+/- 3.0 )",30.6,"(+/- 3.9 )",10.5,"(+/- 2.6 )",15.7,"(+/- 2.9 )",9.4,"(+/- 1.9 )",17.0,"(+/- 2.3 )",18.3,"(+/- 2.9 )",33.9,"(+/- 4.2 )",26.9,"(+/- 3.5 )",20.5,"(+/- 2.9 )",29.3,"(+/- 4.0 )",18.3,"(+/- 2.9 )",22.5,"(+/- 3.4 )",12.5,"(+/- 3.1 )",5.1,"(+/- 1.3 )",23.5,"(+/- 2.9 )",9.9,"(+/- 2.1 )",11.7,"(+/- 2.6 )",6.7,"(+/- 2.0 )",23.6,"(+/- 3.3 )",30.5,"(+/- 3.4 )",30.6,"(+/- 4.1 )",28.0,"(+/- 4.2 )",10.2,"(+/- 2.5 )",14.7,"(+/- 3.4 )",29.8,"(+/- 3.5 )",34.1,"(+/- 3.6 )",27.3,"(+/- 3.3 )",18.5,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",22.9,"(+/- 3.6 )",12.9,"(+/- 3.1 )",6.6,"(+/- 1.5 )",17.8,"(+/- 2.5 )",18.4,"(+/- 3.1 )",11.9,"(+/- 2.5 )",13.8,"(+/- 3.6 )",14.3,"(+/- 3.0 )",30.6,"(+/- 3.9 )",10.5,"(+/- 2.6 )",15.5,"(+/- 2.9 )",8.9,"(+/- 1.9 )",16.6,"(+/- 2.4 )",18.3,"(+/- 2.9 )",33.8,"(+/- 4.2 )",26.8,"(+/- 3.5 )",20.1,"(+/- 3.0 )",29.0,"(+/- 4.0 )",17.8,"(+/- 2.9 )",22.2,"(+/- 3.4 )",11.7,"(+/- 3.1 )",4.8,"(+/- 1.3 )",23.3,"(+/- 2.9 )",9.8,"(+/- 2.1 )",11.1,"(+/- 2.6 )",6.5,"(+/- 1.9 )",23.5,"(+/- 3.3 )",30.4,"(+/- 3.4 )",30.6,"(+/- 4.1 )",27.9,"(+/- 4.2 )",9.9,"(+/- 2.5 )",14.6,"(+/- 3.4 )",29.6,"(+/- 3.6 )",33.6,"(+/- 3.6 )",26.5,"(+/- 3.3 )",18.2,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",26.6,"(+/- 5.7 )",11.4,"(+/- 4.3 )",7.8,"(+/- 2.4 )",22.7,"(+/- 4.8 )",18.7,"(+/- 4.2 )",17.0,"(+/- 4.5 )",18.2,"(+/- 6.4 )",14.7,"(+/- 4.7 )",32.3,"(+/- 5.5 )",14.6,"(+/- 5.0 )",24.3,"(+/- 5.9 )",12.8,"(+/- 3.8 )",19.8,"(+/- 3.6 )",19.1,"(+/- 5.0 )",34.1,"(+/- 6.1 )",31.7,"(+/- 6.0 )",20.7,"(+/- 4.1 )",29.8,"(+/- 5.8 )",17.4,"(+/- 4.0 )",21.0,"(+/- 4.5 )",14.9,"(+/- 4.8 )",5.4,"(+/- 2.2 )",28.0,"(+/- 4.6 )",13.5,"(+/- 4.7 )",9.3,"(+/- 3.0 )",8.5,"(+/- 3.8 )",27.6,"(+/- 4.9 )",34.3,"(+/- 5.3 )",31.8,"(+/- 4.7 )",29.5,"(+/- 5.5 )",9.3,"(+/- 2.6 )",15.8,"(+/- 5.3 )",32.0,"(+/- 5.5 )",38.9,"(+/- 5.6 )",30.1,"(+/- 6.0 )",20.7,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",21.6,"(+/- 3.8 )",13.5,"(+/- 3.5 )",6.3,"(+/- 1.6 )",16.1,"(+/- 2.4 )",18.3,"(+/- 3.5 )",10.1,"(+/- 2.4 )",11.8,"(+/- 3.3 )",14.1,"(+/- 2.9 )",30.0,"(+/- 4.3 )",9.1,"(+/- 2.6 )",11.9,"(+/- 2.7 )",7.4,"(+/- 1.8 )",15.5,"(+/- 2.4 )",18.0,"(+/- 3.2 )",33.7,"(+/- 4.3 )",25.0,"(+/- 3.6 )",19.8,"(+/- 3.1 )",28.7,"(+/- 4.3 )",17.9,"(+/- 3.4 )",22.7,"(+/- 3.7 )",10.5,"(+/- 2.9 )",4.6,"(+/- 1.4 )",21.7,"(+/- 3.1 )",8.3,"(+/- 1.7 )",11.7,"(+/- 2.9 )",5.8,"(+/- 1.8 )",22.0,"(+/- 3.9 )",28.9,"(+/- 3.5 )",30.1,"(+/- 4.6 )",27.3,"(+/- 4.4 )",10.1,"(+/- 3.1 )",14.2,"(+/- 3.3 )",28.7,"(+/- 3.7 )",31.6,"(+/- 3.9 )",25.3,"(+/- 3.2 )",17.4,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.6,"(+/- 1.3 )",9.1,"(+/- 1.1 )",6.0,"(+/- 0.8 )",11.7,"(+/- 0.9 )",11.1,"(+/- 1.1 )",7.5,"(+/- 0.9 )",9.1,"(+/- 1.1 )",8.7,"(+/- 1.0 )",17.2,"(+/- 1.8 )",7.2,"(+/- 0.9 )",10.2,"(+/- 1.0 )",7.9,"(+/- 0.9 )",11.9,"(+/- 1.0 )",10.4,"(+/- 0.9 )",17.3,"(+/- 1.7 )",15.9,"(+/- 1.3 )",15.8,"(+/- 1.1 )",16.5,"(+/- 1.4 )",14.8,"(+/- 1.1 )",14.2,"(+/- 1.5 )",8.9,"(+/- 1.1 )",5.8,"(+/- 1.0 )",12.4,"(+/- 1.1 )",6.7,"(+/- 0.8 )",9.0,"(+/- 1.1 )",5.9,"(+/- 0.8 )",14.5,"(+/- 1.2 )",17.4,"(+/- 1.5 )",18.4,"(+/- 1.7 )",15.3,"(+/- 1.4 )",7.8,"(+/- 1.0 )",8.3,"(+/- 0.9 )",15.8,"(+/- 1.3 )",20.8,"(+/- 1.7 )",15.7,"(+/- 1.3 )",11.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.5,"(+/- 1.7 )",5.7,"(+/- 1.3 )",6.9,"(+/- 2.3 )",9.5,"(+/- 1.7 )",9.4,"(+/- 1.6 )",4.9,"(+/- 1.0 )",7.2,"(+/- 2.0 )",6.7,"(+/- 1.5 )",14.1,"(+/- 2.8 )",7.0,"(+/- 1.5 )",8.9,"(+/- 1.6 )",8.9,"(+/- 1.8 )",11.0,"(+/- 1.6 )",7.6,"(+/- 1.3 )",17.9,"(+/- 2.8 )",17.3,"(+/- 2.2 )",9.1,"(+/- 1.8 )",17.3,"(+/- 2.7 )",11.3,"(+/- 1.9 )",12.6,"(+/- 2.2 )",6.6,"(+/- 1.5 )",7.4,"(+/- 1.7 )",15.5,"(+/- 2.7 )",7.0,"(+/- 1.6 )",7.4,"(+/- 1.5 )",5.1,"(+/- 1.6 )",13.5,"(+/- 2.3 )",17.5,"(+/- 2.5 )",20.9,"(+/- 3.3 )",17.7,"(+/- 3.1 )",6.0,"(+/- 1.2 )",8.2,"(+/- 1.9 )",17.7,"(+/- 2.9 )",19.6,"(+/- 2.4 )",17.1,"(+/- 2.3 )",8.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.9,"(+/- 1.9 )",7.7,"(+/- 1.6 )",4.4,"(+/- 0.9 )",10.7,"(+/- 1.2 )",10.9,"(+/- 1.6 )",6.7,"(+/- 1.2 )",8.6,"(+/- 1.8 )",8.1,"(+/- 1.5 )",18.8,"(+/- 2.3 )",6.4,"(+/- 1.4 )",9.2,"(+/- 1.5 )",5.8,"(+/- 0.9 )",10.7,"(+/- 1.2 )",10.4,"(+/- 1.4 )",21.2,"(+/- 2.4 )",17.3,"(+/- 1.9 )",12.2,"(+/- 1.5 )",18.2,"(+/- 2.3 )",11.7,"(+/- 1.5 )",14.1,"(+/- 1.9 )",6.4,"(+/- 1.3 )",4.1,"(+/- 1.0 )",14.4,"(+/- 1.6 )",6.1,"(+/- 1.1 )",7.3,"(+/- 1.3 )",3.9,"(+/- 1.0 )",14.5,"(+/- 1.8 )",20.0,"(+/- 2.1 )",20.8,"(+/- 2.5 )",16.8,"(+/- 2.4 )",6.4,"(+/- 1.3 )",8.5,"(+/- 1.6 )",18.7,"(+/- 2.1 )",23.0,"(+/- 2.1 )",15.8,"(+/- 1.9 )",10.7,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.2,"(+/- 2.7 )",20.4,"(+/- 2.5 )",16.8,"(+/- 2.5 )",27.7,"(+/- 2.3 )",24.3,"(+/- 2.4 )",20.6,"(+/- 2.7 )",16.8,"(+/- 2.3 )",22.6,"(+/- 2.8 )",29.5,"(+/- 3.5 )",16.8,"(+/- 2.3 )",23.7,"(+/- 2.4 )",21.6,"(+/- 2.5 )",24.8,"(+/- 2.2 )",22.6,"(+/- 2.3 )",32.5,"(+/- 3.6 )",29.4,"(+/- 3.1 )",33.7,"(+/- 2.3 )",26.6,"(+/- 2.5 )",31.1,"(+/- 2.6 )",27.0,"(+/- 3.0 )",18.9,"(+/- 2.1 )",18.2,"(+/- 2.9 )",23.0,"(+/- 3.2 )",12.4,"(+/- 2.0 )",21.1,"(+/- 2.2 )",19.5,"(+/- 2.4 )",29.0,"(+/- 2.5 )",33.6,"(+/- 3.4 )",32.7,"(+/- 3.0 )",27.0,"(+/- 2.8 )",19.0,"(+/- 2.2 )",15.9,"(+/- 2.0 )",27.7,"(+/- 2.7 )",38.9,"(+/- 4.4 )",27.4,"(+/- 2.9 )",26.1,"(+/- 2.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",180920,"(+/- 4977 )",201117,"(+/- 13320 )",249306,"(+/- 7449 )",192021,"(+/- 5729 )",185425,"(+/- 8110 )",233758,"(+/- 9778 )",194074,"(+/- 13686 )",232937,"(+/- 7584 )",209818,"(+/- 15285 )",252011,"(+/- 14172 )",194413,"(+/- 6547 )",218214,"(+/- 9806 )",176770,"(+/- 4522 )",189305,"(+/- 6453 )",239556,"(+/- 7895 )",223596,"(+/- 6632 )",236673,"(+/- 6875 )",215550,"(+/- 13987 )",203243,"(+/- 5516 )",233455,"(+/- 11450 )",196145,"(+/- 11272 )",279860,"(+/- 11472 )",217927,"(+/- 10073 )",195493,"(+/- 9529 )",207000,"(+/- 11246 )",268390,"(+/- 8181 )",183463,"(+/- 4662 )",232082,"(+/- 9903 )",224318,"(+/- 11895 )",217763,"(+/- 12555 )",246613,"(+/- 7402 )",200686,"(+/- 8891 )",213416,"(+/- 10783 )",200691,"(+/- 7585 )",231938,"(+/- 12741 )",185227,"(+/- 8254 )"
Education,"School Enrollment","Nursery school, preschool",12236,"(+/- 1891 )",12027,"(+/- 2435 )",15449,"(+/- 1824 )",12621,"(+/- 1881 )",9038,"(+/- 2143 )",12698,"(+/- 2116 )",16457,"(+/- 3395 )",13341,"(+/- 2668 )",12055,"(+/- 2793 )",15188,"(+/- 2729 )",11528,"(+/- 2697 )",12886,"(+/- 2197 )",9977,"(+/- 1557 )",9802,"(+/- 1539 )",14712,"(+/- 2252 )",11930,"(+/- 2132 )",13422,"(+/- 1893 )",10213,"(+/- 2419 )",9563,"(+/- 1537 )",13078,"(+/- 2526 )",11305,"(+/- 2314 )",19276,"(+/- 3755 )",12414,"(+/- 2563 )",11116,"(+/- 1820 )",12457,"(+/- 1908 )",17251,"(+/- 2321 )",11070,"(+/- 1588 )",12164,"(+/- 2235 )",16485,"(+/- 2946 )",13717,"(+/- 2906 )",17906,"(+/- 2240 )",12864,"(+/- 2338 )",12350,"(+/- 2421 )",14124,"(+/- 2434 )",14565,"(+/- 2600 )",9020,"(+/- 1648 )"
Education,"School Enrollment",Kindergarten,10705,"(+/- 2053 )",10760,"(+/- 2584 )",14317,"(+/- 2315 )",12158,"(+/- 1781 )",9993,"(+/- 1916 )",12252,"(+/- 2288 )",10737,"(+/- 2057 )",10905,"(+/- 2084 )",10586,"(+/- 2617 )",14281,"(+/- 2975 )",9766,"(+/- 1904 )",10910,"(+/- 1996 )",9734,"(+/- 1759 )",10735,"(+/- 2291 )",14476,"(+/- 2439 )",11876,"(+/- 2004 )",7078,"(+/- 1455 )",11983,"(+/- 2534 )",8649,"(+/- 1474 )",13324,"(+/- 2543 )",7622,"(+/- 1903 )",12237,"(+/- 2836 )",14023,"(+/- 2533 )",11543,"(+/- 2157 )",9398,"(+/- 2408 )",14671,"(+/- 2500 )",9313,"(+/- 1903 )",14826,"(+/- 2805 )",12794,"(+/- 2291 )",12761,"(+/- 2485 )",14889,"(+/- 3088 )",9927,"(+/- 2106 )",12042,"(+/- 2442 )",14238,"(+/- 2658 )",9054,"(+/- 1726 )",10304,"(+/- 2022 )"
Education,"School Enrollment","Elementary school (grades 1-8)",76936,"(+/- 3634 )",84783,"(+/- 7892 )",107360,"(+/- 4155 )",85000,"(+/- 3829 )",82854,"(+/- 5869 )",93069,"(+/- 5466 )",78544,"(+/- 7641 )",104744,"(+/- 4702 )",83435,"(+/- 8872 )",113597,"(+/- 8990 )",92720,"(+/- 3455 )",94506,"(+/- 6605 )",83207,"(+/- 3412 )",81147,"(+/- 4177 )",107708,"(+/- 4791 )",92328,"(+/- 3462 )",80559,"(+/- 3585 )",97284,"(+/- 8489 )",81611,"(+/- 3501 )",97840,"(+/- 6889 )",69287,"(+/- 6184 )",124441,"(+/- 6006 )",97932,"(+/- 6302 )",80874,"(+/- 6691 )",82740,"(+/- 5357 )",104022,"(+/- 5558 )",82734,"(+/- 2829 )",106428,"(+/- 6527 )",107453,"(+/- 7604 )",98143,"(+/- 7774 )",99698,"(+/- 4111 )",87123,"(+/- 5990 )",105055,"(+/- 6328 )",90212,"(+/- 4271 )",96470,"(+/- 6901 )",89165,"(+/- 6172 )"
Education,"School Enrollment","High school (grades 9-12)",38829,"(+/- 2865 )",45939,"(+/- 4789 )",55584,"(+/- 3311 )",43745,"(+/- 3225 )",43266,"(+/- 3807 )",55242,"(+/- 3830 )",34544,"(+/- 3642 )",54954,"(+/- 4781 )",49457,"(+/- 5536 )",48113,"(+/- 4442 )",40376,"(+/- 3305 )",46114,"(+/- 3934 )",38089,"(+/- 2537 )",43136,"(+/- 3218 )",54705,"(+/- 4103 )",43822,"(+/- 2688 )",37768,"(+/- 2916 )",41710,"(+/- 5089 )",41619,"(+/- 2498 )",45847,"(+/- 4157 )",41798,"(+/- 3856 )",62411,"(+/- 4827 )",53980,"(+/- 4007 )",39371,"(+/- 3743 )",43783,"(+/- 3619 )",57485,"(+/- 2952 )",43435,"(+/- 2869 )",51149,"(+/- 3655 )",50312,"(+/- 4454 )",49695,"(+/- 4303 )",54551,"(+/- 2994 )",38692,"(+/- 3575 )",50798,"(+/- 4226 )",44669,"(+/- 3367 )",43109,"(+/- 4602 )",40810,"(+/- 3204 )"
Education,"School Enrollment","College or graduate school",42214,"(+/- 4133 )",47608,"(+/- 5110 )",56596,"(+/- 6099 )",38497,"(+/- 3763 )",40274,"(+/- 4590 )",60497,"(+/- 6157 )",53792,"(+/- 5748 )",48993,"(+/- 5682 )",54285,"(+/- 6714 )",60832,"(+/- 6253 )",40023,"(+/- 5024 )",53798,"(+/- 4678 )",35763,"(+/- 3192 )",44485,"(+/- 4066 )",47955,"(+/- 4640 )",63640,"(+/- 4946 )",97846,"(+/- 5383 )",54360,"(+/- 5655 )",61801,"(+/- 4755 )",63366,"(+/- 5947 )",66133,"(+/- 8011 )",61495,"(+/- 6029 )",39578,"(+/- 4426 )",52589,"(+/- 5170 )",58622,"(+/- 7964 )",74961,"(+/- 5547 )",36911,"(+/- 3299 )",47515,"(+/- 5159 )",37274,"(+/- 5423 )",43447,"(+/- 4845 )",59569,"(+/- 5545 )",52080,"(+/- 4466 )",33171,"(+/- 3757 )",37448,"(+/- 4397 )",68740,"(+/- 6359 )",35928,"(+/- 4118 )"
Education,"Educational Attainment","Population 25 years and over",478757,"(+/- 3533 )",530472,"(+/- 16670 )",607497,"(+/- 5890 )",528010,"(+/- 5594 )",502646,"(+/- 7822 )",524526,"(+/- 9853 )",523483,"(+/- 17771 )",592960,"(+/- 9155 )",501591,"(+/- 19652 )",610749,"(+/- 16511 )",517878,"(+/- 4869 )",558146,"(+/- 11242 )",467927,"(+/- 3841 )",508033,"(+/- 5598 )",477484,"(+/- 9175 )",462367,"(+/- 5053 )",490759,"(+/- 8670 )",524100,"(+/- 18118 )",454185,"(+/- 4487 )",519014,"(+/- 14943 )",588657,"(+/- 14947 )",621482,"(+/- 12523 )",497841,"(+/- 12196 )",576087,"(+/- 10389 )",552026,"(+/- 11028 )",601745,"(+/- 7989 )",493133,"(+/- 4904 )",456304,"(+/- 9151 )",455705,"(+/- 15662 )",499610,"(+/- 12657 )",595333,"(+/- 3902 )",518219,"(+/- 11082 )",446498,"(+/- 12633 )",430752,"(+/- 7371 )",555491,"(+/- 15571 )",503083,"(+/- 8826 )"
Education,"Educational Attainment","Less than 9th grade",27634,"(+/- 3061 )",33889,"(+/- 6125 )",19392,"(+/- 3409 )",27822,"(+/- 2959 )",35582,"(+/- 4149 )",21029,"(+/- 3376 )",27463,"(+/- 5360 )",30867,"(+/- 4464 )",61098,"(+/- 5616 )",24724,"(+/- 3793 )",34916,"(+/- 3540 )",26069,"(+/- 3617 )",30582,"(+/- 2624 )",27416,"(+/- 2887 )",72823,"(+/- 5490 )",48655,"(+/- 4167 )",25478,"(+/- 3263 )",58783,"(+/- 6973 )",39633,"(+/- 3601 )",46453,"(+/- 5662 )",19545,"(+/- 4069 )",28368,"(+/- 4708 )",54390,"(+/- 5068 )",24892,"(+/- 3591 )",17666,"(+/- 3058 )",15388,"(+/- 3312 )",37735,"(+/- 4175 )",67027,"(+/- 6034 )",91801,"(+/- 6114 )",52808,"(+/- 6092 )",18271,"(+/- 2973 )",33460,"(+/- 4811 )",94674,"(+/- 7096 )",72428,"(+/- 5031 )",56924,"(+/- 5513 )",30798,"(+/- 3129 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",39589,"(+/- 4192 )",28052,"(+/- 4899 )",13397,"(+/- 2768 )",37653,"(+/- 3549 )",55166,"(+/- 4802 )",33193,"(+/- 4429 )",21371,"(+/- 3610 )",43154,"(+/- 5140 )",44294,"(+/- 4844 )",27974,"(+/- 4403 )",44748,"(+/- 4434 )",33184,"(+/- 3732 )",38944,"(+/- 3321 )",35518,"(+/- 3030 )",61076,"(+/- 6413 )",38275,"(+/- 3948 )",36952,"(+/- 3919 )",56327,"(+/- 5787 )",35807,"(+/- 3314 )",47124,"(+/- 5612 )",18734,"(+/- 3404 )",26096,"(+/- 3552 )",50012,"(+/- 5505 )",26223,"(+/- 2846 )",30299,"(+/- 3351 )",28405,"(+/- 4055 )",44451,"(+/- 4109 )",54045,"(+/- 4300 )",65508,"(+/- 6242 )",48781,"(+/- 4741 )",26866,"(+/- 3647 )",26865,"(+/- 3679 )",73290,"(+/- 6340 )",57262,"(+/- 5448 )",53850,"(+/- 5566 )",43420,"(+/- 4718 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",139538,"(+/- 7156 )",97066,"(+/- 7593 )",93501,"(+/- 7347 )",159417,"(+/- 6093 )",156009,"(+/- 6303 )",132730,"(+/- 8332 )",81457,"(+/- 7555 )",155044,"(+/- 7993 )",129903,"(+/- 12105 )",136859,"(+/- 10323 )",149918,"(+/- 7384 )",148599,"(+/- 9345 )",152942,"(+/- 5441 )",149413,"(+/- 7139 )",123344,"(+/- 7320 )",115945,"(+/- 8005 )",126759,"(+/- 6958 )",151181,"(+/- 8598 )",133833,"(+/- 6255 )",135575,"(+/- 8574 )",106674,"(+/- 7330 )",108961,"(+/- 7789 )",139028,"(+/- 9143 )",99374,"(+/- 6040 )",128557,"(+/- 6074 )",108463,"(+/- 6408 )",159520,"(+/- 6576 )",123347,"(+/- 7165 )",142965,"(+/- 9476 )",149914,"(+/- 10093 )",134422,"(+/- 7824 )",87844,"(+/- 6888 )",131739,"(+/- 7455 )",121477,"(+/- 7104 )",154099,"(+/- 8942 )",169005,"(+/- 6641 )"
Education,"Educational Attainment","Some college, no degree",126045,"(+/- 6005 )",99968,"(+/- 7755 )",105709,"(+/- 5626 )",133041,"(+/- 5601 )",118147,"(+/- 6052 )",124524,"(+/- 6278 )",92944,"(+/- 8651 )",140821,"(+/- 7607 )",99617,"(+/- 8027 )",122934,"(+/- 8147 )",131231,"(+/- 6070 )",122653,"(+/- 7358 )",108738,"(+/- 4757 )",123868,"(+/- 5695 )",91424,"(+/- 6250 )",101867,"(+/- 6883 )",102651,"(+/- 5776 )",98535,"(+/- 7811 )",105434,"(+/- 5358 )",121943,"(+/- 7543 )",119534,"(+/- 7491 )",124222,"(+/- 6583 )",98274,"(+/- 5985 )",106916,"(+/- 6017 )",114446,"(+/- 5963 )",131191,"(+/- 6835 )",114778,"(+/- 5584 )",86926,"(+/- 5586 )",77929,"(+/- 7291 )",109268,"(+/- 7809 )",143597,"(+/- 6982 )",100017,"(+/- 6451 )",69021,"(+/- 4467 )",83595,"(+/- 5274 )",109407,"(+/- 6998 )",115392,"(+/- 6080 )"
Education,"Educational Attainment","Associate's degree",40250,"(+/- 3796 )",35030,"(+/- 4027 )",44616,"(+/- 4043 )",45327,"(+/- 3652 )",38136,"(+/- 3840 )",43396,"(+/- 4061 )",37191,"(+/- 4992 )",42303,"(+/- 5457 )",33887,"(+/- 4655 )",45631,"(+/- 4740 )",37559,"(+/- 3939 )",49732,"(+/- 5150 )",37197,"(+/- 2982 )",44805,"(+/- 3707 )",27391,"(+/- 3418 )",44430,"(+/- 3893 )",40574,"(+/- 3490 )",38762,"(+/- 4169 )",30808,"(+/- 2453 )",40835,"(+/- 4413 )",45309,"(+/- 4981 )",51622,"(+/- 5627 )",37398,"(+/- 4315 )",39762,"(+/- 3900 )",36971,"(+/- 3884 )",44020,"(+/- 4144 )",37402,"(+/- 3190 )",33692,"(+/- 3240 )",24508,"(+/- 3759 )",27002,"(+/- 3595 )",55381,"(+/- 5090 )",35264,"(+/- 4057 )",19253,"(+/- 2924 )",29087,"(+/- 3231 )",41333,"(+/- 4909 )",46736,"(+/- 4807 )"
